applicant_id,age,gender,age_group,residence_prefecture,residence_municipality,desired_area_count,qualification_count,has_national_license,qualifications,desired_workstyle,desired_start,desired_job,career,employment_status,status,member_id
5721,57,男性,50代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー,,就業中,,1248988
5722,56,男性,50代,京都府,京都市右京区,1,0,False,,正職員,,"介護職/ヘルパー,生活相談員",,離職中,,1250558
5723,65,女性,60代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー (3年未満),,就業中,,1244710
5724,23,女性,20代,京都府,京都市中京区,1,0,False,,パート・バイト,,"介護職/ヘルパー,ケアマネジャー,生活相談員",,在学中,,1249955
5725,46,女性,40代,京都府,綴喜郡宇治田原町,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1249385
5726,44,女性,40代,奈良県,大和郡山市,44,2,True,"理学療法士,自動車運転免許","パート・バイト, 正職員, 契約職員",,"理学療法士 (10年未満),作業療法士,児童指導員/指導員,児童発達支援管理責任者,看護師/准看護師,柔道整復師,保育士,介護職/ヘルパー,鍼灸師,生活支援員",,就業中,,920426
5727,69,女性,60代,京都府,亀岡市,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1247663
5728,51,男性,50代,兵庫県,洲本市,1,1,False,介護福祉士,正職員,,介護職/ヘルパー,,就業中,,1246733
5729,77,男性,70歳以上,京都府,京都市伏見区,2,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,"介護職/ヘルパー (未経験),介護タクシー/ドライバー",電気(専門学校),離職中,,1135588
5730,62,女性,60代,京都府,亀岡市,0,2,False,"介護福祉士,自動車運転免許",正職員,3ヶ月以上先（2022/07/20時点）,"生活支援員 (未経験),介護職/ヘルパー (2年未満),生活相談員 (未経験),ケアマネジャー (未経験),管理職（介護） (10年未満),サービス提供責任者 (2年未満),児童発達支援管理責任者 (6年未満),相談支援専門員 (10年未満)",東大阪短期大学初等教育科(1983年3月卒業),就業中,,1164265
5731,59,女性,50代,京都府,京都市山科区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1246527
5732,23,男性,20代,京都府,京都市上京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,1245958
5733,54,女性,50代,京都府,京都市西京区,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1245702
5734,52,女性,50代,京都府,京都市伏見区,2,1,False,介護福祉士,"正職員, 契約職員, パート・バイト",,介護職/ヘルパー (10年以上),(専門学校),就業中,,1184489
5735,66,女性,60代,京都府,京都市山科区,1,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (10年以上),,就業中,,1011779
5736,60,女性,60代,京都府,綴喜郡井手町,5,1,False,自動車運転免許,"パート・バイト, 正職員",今すぐに（2022/07/20時点）,"総合職/新卒/その他 (10年以上),生活支援員 (未経験),エステティシャン/セラピスト (2年未満),美容部員 (2年未満),介護職/ヘルパー (未経験),生活相談員 (未経験)",普通特になし(高等学校)(1983年3月卒業),就業中,,1234068
5737,40,女性,40代,京都府,宇治市,1,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー (9年未満),,離職中,,1179649
5738,61,女性,60代,京都府,京都市左京区,1,0,False,,契約職員,,介護職/ヘルパー,,就業中,,1243559
5739,27,男性,20代,京都府,京都市下京区,1,0,False,,正職員,,介護職/ヘルパー,,在学中,,1243396
5740,30,男性,30代,京都府,京都市北区,1,1,False,自動車運転免許,正職員,,介護職/ヘルパー (2年未満),法学部・法律学科(大学)(2019年3月卒業),就業中,,1242988
5741,62,女性,60代,大阪府,東大阪市,10,3,False,"介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,医療事務資格（民間）,自動車運転免許","パート・バイト, 正職員, 契約職員",,"医療事務/受付 (未経験),看護師/准看護師 (未経験),介護職/ヘルパー (3年未満),生活支援員 (5年未満),歯科助手 (3年未満),児童指導員/指導員 (未経験),介護事務 (未経験),介護タクシー/ドライバー (2年未満)",情報処理科プログラマー(専門学校)(1982年3月卒業),就業中,,334758
5742,57,女性,50代,京都府,京都市伏見区,2,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),,就業中,,1174931
5743,79,女性,70歳以上,京都府,京都市右京区,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","契約職員, パート・バイト",,介護職/ヘルパー (5年未満),普通科(高等学校)(1964年3月卒業),就業中,,656662
5744,60,男性,60代,京都府,京都市西京区,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1240742
5745,68,女性,60代,京都府,宇治市,1,2,False,"介護福祉士,自動車運転免許",パート・バイト,,介護職/ヘルパー (8年未満),,就業中,,1129679
5746,46,男性,40代,京都府,城陽市,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,,介護職/ヘルパー (1年未満),,就業中,,1221769
5747,55,女性,50代,京都府,京都市山科区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (未経験),デザイン学科服飾デザイン(短期大学)(1991年3月卒業),就業中,,1210065
5748,25,女性,20代,京都府,京都市山科区,5,1,False,自動車運転免許,パート・バイト,,"歯科助手 (2年未満),介護職/ヘルパー (未経験),生活支援員,医療事務/受付 (2年未満),調剤事務 (未経験)",,離職中,,1064971
5749,46,男性,40代,群馬県,高崎市,3,5,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,介護事務資格（民間）",正職員,3ヶ月以内（2022/07/20時点）,"介護職/ヘルパー (4年未満),生活相談員,サービス提供責任者,生活支援員",普通科(高等学校)(1998年3月卒業),離職中,,1165707
5750,56,女性,50代,京都府,京都市左京区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー (8年未満),,就業中,,722683
5751,42,女性,40代,京都府,亀岡市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1236727
5752,50,女性,50代,京都府,長岡京市,3,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, 契約職員, パート・バイト, 業務委託",,"介護職/ヘルパー,生活支援員 (6年未満)",,就業中,,1187136
5753,30,男性,30代,京都府,京都市西京区,2,1,False,自動車運転免許,正職員,,介護職/ヘルパー (未経験),,就業中,,1186903
5754,53,女性,50代,京都府,八幡市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1236378
5755,55,男性,50代,京都府,京丹後市,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1236171
5756,23,女性,20代,京都府,向日市,5,0,False,,"業務委託, 正職員, パート・バイト",,"整体師 (未経験),介護職/ヘルパー (未経験)",,就業中,,1086043
5757,37,女性,30代,京都府,京都市中京区,1,0,False,,正職員,,"医療事務/受付,調剤事務,介護職/ヘルパー (9年未満)",漫画学科漫画コース(専門学校)(2007年3月卒業),就業中,,1210971
5758,36,女性,30代,京都府,京都市西京区,2,3,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,3ヶ月以内（2022/07/20時点）,介護職/ヘルパー,,就業中,,681715
5759,65,女性,60代,京都府,京都市山科区,1,0,False,,正職員,,介護職/ヘルパー (未経験),普通科(高等学校)(1978年3月卒業),就業中,,1234731
5760,69,女性,60代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1195670
5761,67,女性,60代,京都府,福知山市,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (1年未満),,離職中,,1137159
5762,27,女性,20代,京都府,京都市右京区,0,0,False,,パート・バイト,,"生活支援員 (未経験),介護職/ヘルパー (未経験),生活相談員 (未経験),児童指導員/指導員 (2年未満),保育補助 (1年未満)",(大学)(2021年3月卒業),就業中,,1058197
5763,30,男性,30代,京都府,京都市伏見区,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1229098
5764,53,女性,50代,京都府,長岡京市,1,2,False,"介護福祉士,自動車運転免許",パート・バイト,,介護職/ヘルパー (6年未満),(その他),離職中,,236003
5765,36,女性,30代,京都府,京都市左京区,2,3,False,"自動車運転免許,中学校教諭,高等学校教諭",パート・バイト,1ヶ月以内（2022/07/20時点）,"児童指導員/指導員 (1年未満),介護職/ヘルパー (未経験)",文学部英語英文学科(大学)(2014年3月卒業),就業中,,935254
5766,22,女性,20代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,1227679
5767,75,女性,70歳以上,京都府,京都市西京区,7,0,False,,"正職員, パート・バイト",,介護職/ヘルパー (未経験),普通科(高等学校)(1968年3月卒業),在学中,,869687
5768,60,女性,60代,京都府,城陽市,1,0,False,,正職員,,"介護職/ヘルパー,サービス提供責任者,生活相談員",,就業中,,1229300
5769,66,男性,60代,京都府,京都市伏見区,2,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,"介護職/ヘルパー (未経験),介護タクシー/ドライバー",(1975年3月卒業),離職中,,1181146
5770,61,男性,60代,京都府,京都市西京区,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,,介護職/ヘルパー (未経験),介護サービス科実務者研修(高等専門学校)(2020年5月卒業),就業中,,732349
5771,72,男性,70歳以上,京都府,京都市伏見区,2,0,False,,パート・バイト,,"介護職/ヘルパー (7年未満),管理職（介護）,サービス管理責任者",,離職中,,1170468
5772,23,男性,20代,京都府,京都市北区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (2年未満),,在学中,,1049665
5773,45,女性,40代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,906588
5774,31,男性,30代,京都府,京都市右京区,2,2,False,"自動車運転免許,その他（健康運動指導士）",正職員,,"インストラクター,介護職/ヘルパー (未経験)",スポーツ科学科スポーツメディカルコース(専門学校)(2015年3月卒業),就業中,,1092085
5775,29,女性,20代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1103148
5776,62,女性,60代,京都府,京都市右京区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (2年未満),,就業中,,390162
5777,37,女性,30代,京都府,京都市東山区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (未経験),,離職中,,995975
5778,63,男性,60代,京都府,宇治市,1,2,False,"自動車運転免許,MR認定資格","正職員, 契約職員, パート・バイト",,"総合職/新卒/その他 (10年以上),介護職/ヘルパー (未経験),介護タクシー/ドライバー (未経験),MR (10年以上)",,就業中,,1147814
5779,25,女性,20代,京都府,長岡京市,1,0,False,,パート・バイト,,介護職/ヘルパー,,在学中,,1221577
5780,25,女性,20代,京都府,京都市右京区,1,3,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,3ヶ月以内（2022/07/20時点）,介護職/ヘルパー (4年未満),(高等学校)(2019年3月卒業),就業中,,1169248
5781,26,女性,20代,京都府,京都市北区,1,0,False,,契約職員,,介護職/ヘルパー,,就業中,,1127751
5782,25,女性,20代,京都府,京都市北区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1219792
5783,44,女性,40代,京都府,京都市山科区,7,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト",,介護職/ヘルパー (未経験),,離職中,,849811
5784,44,女性,40代,京都府,京都市右京区,1,2,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員, 契約職員",今すぐに（2022/07/20時点）,"介護職/ヘルパー (10年以上),児童指導員/指導員 (未経験)",,就業中,,932932
5785,53,女性,50代,京都府,京都市北区,1,0,False,,契約職員,,介護職/ヘルパー,,在学中,,1219297
5786,29,女性,20代,熊本県,熊本市西区,6,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",,"介護職/ヘルパー (1年未満),児童指導員/指導員 (1年未満),調理師/調理スタッフ (1年未満)",(高等学校),離職中,,738879
5787,28,女性,20代,京都府,亀岡市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1203853
5788,61,女性,60代,京都府,宇治市,1,0,False,,契約職員,,介護職/ヘルパー,,就業中,,1219006
5789,26,男性,20代,京都府,京都市上京区,2,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,1214396
5790,66,女性,60代,京都府,向日市,1,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,1ヶ月以内（2022/07/20時点）,介護職/ヘルパー (6年未満),幼児教育学部幼児教育(1979年3月卒業),就業中,,1218610
5791,55,女性,50代,京都府,京都市南区,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",パート・バイト,,介護職/ヘルパー (3年未満),,就業中,,1095877
5792,26,男性,20代,京都府,宇治市,5,1,False,自動車運転免許,正職員,,介護職/ヘルパー (未経験),普通科(高等学校)(2018年3月卒業),就業中,,694159
5793,34,女性,30代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (2年未満),,離職中,,1214742
5794,39,女性,30代,京都府,舞鶴市,1,1,False,自動車運転免許,正職員,,介護職/ヘルパー (未経験),,就業中,,1199131
5795,32,男性,30代,京都府,舞鶴市,1,1,False,介護福祉士,正職員,,介護職/ヘルパー (2年未満),,就業中,,1213730
5796,59,女性,50代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (未経験),,離職中,,462712
5797,31,女性,30代,京都府,八幡市,1,0,False,,正職員,,"生活支援員 (未経験),介護職/ヘルパー (未経験),調理師/調理スタッフ (未経験)",,就業中,,1174587
5798,39,女性,30代,京都府,南丹市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1212007
5799,45,男性,40代,京都府,京都市北区,1,2,False,"調理師,自動車運転免許 取得予定（1年以内）",正職員,,"介護職/ヘルパー,調理師/調理スタッフ,介護タクシー/ドライバー,生活支援員 (未経験)",,就業中,,753016
5800,75,女性,70歳以上,大阪府,茨木市,7,0,False,,"パート・バイト, 正職員",,介護職/ヘルパー (10年以上),,離職中,,964570
5801,47,女性,40代,京都府,京都市伏見区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (10年以上),,就業中,,1210507
5802,66,女性,60代,兵庫県,神戸市北区,1,3,False,"介護支援専門員（ケアマネジャー）,介護福祉士,自動車運転免許",正職員,,"介護職/ヘルパー,ケアマネジャー",,就業中,,1204692
5803,65,女性,60代,京都府,福知山市,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,今すぐに（2022/07/20時点）,介護職/ヘルパー (10年未満),,離職中,,1115727
5804,61,女性,60代,京都府,長岡京市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1208617
5805,49,女性,40代,京都府,,0,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1208508
5806,30,女性,30代,大阪府,堺市堺区,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,正職員,,介護職/ヘルパー (3年未満),,就業中,,1208327
5807,78,女性,70歳以上,京都府,京都市上京区,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,正職員,,介護職/ヘルパー (6年未満),,離職中,,1207160
5808,48,男性,40代,京都府,京都市伏見区,1,1,False,介護福祉士,正職員,,介護職/ヘルパー,,就業中,,1191735
5809,59,女性,50代,京都府,京都市伏見区,1,2,False,"介護福祉士,自動車運転免許",パート・バイト,,"看護助手,介護職/ヘルパー",普通科(高等学校),就業中,,950483
5810,47,女性,40代,京都府,京都市伏見区,1,0,False,,正職員,,介護職/ヘルパー (3年未満),,就業中,,1158405
5811,25,女性,20代,大阪府,大阪市平野区,2,1,False,自動車運転免許,"正職員, パート・バイト",,"保育補助,介護職/ヘルパー (1年未満)",看護学科看護(高等学校)(2019年4月卒業),離職中,,612936
5812,38,女性,30代,京都府,京都市中京区,4,3,False,"介護職員初任者研修（旧ヘルパー2級）,社会福祉士,精神保健福祉士","正職員, パート・バイト, 契約職員",,"介護職/ヘルパー (6年未満),サービス管理責任者 (未経験)",,就業中,,633533
5813,36,男性,30代,京都府,京都市南区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1205964
5814,61,男性,60代,京都府,木津川市,2,1,False,自動車運転免許,正職員,,"介護職/ヘルパー,生活支援員 (未経験)",化学工学課化学工学(高等学校)(1982年3月卒業),就業中,,1066291
5815,55,女性,50代,京都府,南丹市,1,1,False,自動車運転免許,正職員,,"介護職/ヘルパー,生活支援員",,就業中,,1180377
5816,43,女性,40代,京都府,京都市伏見区,1,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, 契約職員, パート・バイト, 業務委託",今すぐに（2022/07/20時点）,介護職/ヘルパー (4年未満),(その他)(1997年3月卒業),離職中,,948185
5817,51,女性,50代,京都府,京都市西京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1203925
5818,31,男性,30代,京都府,京丹後市,1,0,False,,契約職員,,介護職/ヘルパー,,離職中,,1203271
5819,77,女性,70歳以上,京都府,京都市右京区,2,4,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,その他（カラーアナリスト、イメージコンサルタント）","契約職員, パート・バイト",,"総合職/新卒/その他 (10年以上),介護職/ヘルパー (3年未満)",英文科英文学(短期大学)(1968年3月卒業),就業中,,918457
5820,69,男性,60代,京都府,京都市上京区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格",パート・バイト,,介護職/ヘルパー (10年以上),,離職中,,1070773
5821,62,女性,60代,京都府,京都市南区,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1203117
5822,25,女性,20代,京都府,城陽市,1,1,False,自動車運転免許,正職員,,"介護職/ヘルパー,保育補助 (未経験)",,就業中,,1008263
5823,39,女性,30代,京都府,京都市左京区,3,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,1178517
5824,74,女性,70歳以上,京都府,京都市山科区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー,,就業中,,845899
5825,69,女性,60代,京都府,京都市西京区,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,パート・バイト,,介護職/ヘルパー (10年以上),,離職中,,1098938
5826,34,男性,30代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,離職中,,1182133
5827,49,男性,40代,京都府,京都市山科区,1,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー (7年未満),,離職中,,1107562
5828,79,女性,70歳以上,京都府,京都市下京区,9,3,False,"介護福祉士,精神保健福祉士 取得予定（1年以内）,児童発達支援管理責任者研修","パート・バイト, 正職員",今すぐに（2022/07/20時点）,"介護職/ヘルパー (10年以上),児童発達支援管理責任者 (4年未満),放課後児童支援員/学童指導員,総合職/新卒/その他,サービス提供責任者 (1年未満),児童指導員/指導員 (2年未満)",普通課英語(その他)(1964年3月卒業),離職中,,1149147
5829,37,男性,30代,京都府,京都市下京区,1,0,False,,"正職員, パート・バイト",,介護職/ヘルパー,,離職中,,1108807
5830,59,女性,50代,京都府,宇治市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1197000
5831,37,女性,30代,京都府,京都市西京区,1,0,False,,正職員,,"看護師/准看護師,看護助手,医療事務/受付,介護職/ヘルパー,介護事務",,就業中,,1103590
5832,61,女性,60代,京都府,京都市伏見区,1,0,False,,契約職員,,介護職/ヘルパー,,就業中,,1196233
5833,63,女性,60代,京都府,京都市伏見区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,1174855
5834,34,女性,30代,京都府,京都市右京区,3,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,"介護職/ヘルパー (2年未満),看護助手",,就業中,,1190943
5835,41,男性,40代,京都府,綴喜郡井手町,7,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, 契約職員, パート・バイト",,"介護職/ヘルパー (10年未満),生活支援員",,離職中,,887897
5836,46,女性,40代,愛知県,名古屋市中村区,4,1,False,介護福祉士,"正職員, パート・バイト",,介護職/ヘルパー (7年未満),,就業中,,869395
5837,55,女性,50代,京都府,相楽郡南山城村,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1190248
5838,27,男性,20代,京都府,舞鶴市,1,0,False,,正職員,,介護職/ヘルパー (未経験),,離職中,,1176078
5839,24,男性,20代,徳島県,吉野川市,2,1,False,自動車運転免許,"正職員, パート・バイト",,"生活支援員 (未経験),介護職/ヘルパー (未経験)",,就業中,,863530
5840,54,男性,50代,京都府,京都市南区,5,3,False,"介護職員初任者研修（旧ヘルパー2級）,調理師,自動車運転免許","正職員, 契約職員, パート・バイト",,"介護職/ヘルパー (1年未満),調理師/調理スタッフ (3年未満),生活支援員",普通科普通科(高等学校)(1989年3月卒業),離職中,,619317
5841,49,女性,40代,京都府,京都市北区,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1190642
5842,55,女性,50代,京都府,亀岡市,1,2,False,"介護福祉士,自動車運転免許","正職員, 契約職員",,"介護職/ヘルパー (10年以上),管理職（介護）",,就業中,,1136103
5843,55,女性,50代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー,(高等学校),就業中,,1028095
5844,52,女性,50代,京都府,宇治市,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 正職員",,"生活支援員 (未経験),介護職/ヘルパー",美容科美容科(専門学校)(1993年9月卒業),就業中,,809517
5845,71,男性,70歳以上,京都府,京都市西京区,2,1,False,自動車運転免許,"正職員, パート・バイト",1ヶ月以内（2022/07/20時点）,"生活支援員 (未経験),介護職/ヘルパー (4年未満)",理学部生物学科(大学)(1978年3月卒業),就業中,,1071435
5846,51,女性,50代,京都府,,0,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,1188491
5847,44,男性,40代,京都府,京都市下京区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (3年未満),,離職中,,796692
5848,42,男性,40代,京都府,綾部市,2,1,False,介護福祉士,正職員,,"介護職/ヘルパー (5年未満),管理職（介護）",,就業中,,559471
5849,37,男性,30代,京都府,京都市右京区,2,2,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）","正職員, 契約職員",,介護職/ヘルパー (8年未満),(短期大学)(2008年2月中退),就業中,,118243
5850,29,女性,20代,京都府,福知山市,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,,"医療事務/受付 (未経験),介護職/ヘルパー (3年未満)",保険医療技術学部作業療法学科(大学)(2018年3月卒業),離職中,,895671
5851,55,女性,50代,京都府,相楽郡精華町,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,"生活支援員 (1年未満),介護タクシー/ドライバー (1年未満),介護職/ヘルパー (1年未満)",,離職中,,1087052
5852,63,女性,60代,京都府,八幡市,1,0,False,,"正職員, 契約職員",,介護職/ヘルパー,,離職中,,527483
5853,25,女性,20代,京都府,京都市伏見区,1,1,False,社会福祉士,正職員,,介護職/ヘルパー (未経験),,就業中,,968966
5854,45,男性,40代,京都府,相楽郡精華町,1,0,False,,契約職員,,介護職/ヘルパー,,離職中,,1186613
5855,50,女性,50代,京都府,宇治市,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1186174
5856,45,女性,40代,京都府,京都市右京区,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1185892
5857,55,女性,50代,京都府,向日市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1185473
5858,55,女性,50代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,778240
5859,59,女性,50代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,1184250
5860,62,女性,60代,京都府,城陽市,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,1184204
5861,24,男性,20代,京都府,相楽郡精華町,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (未経験),,在学中,,1176705
5862,62,男性,60代,京都府,京都市伏見区,3,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許 取得予定（1年以内）","パート・バイト, 正職員",,"介護タクシー/ドライバー (10年以上),介護職/ヘルパー (10年以上)",,就業中,,1089983
5863,36,男性,30代,京都府,京都市左京区,3,1,False,自動車運転免許,"正職員, パート・バイト",今すぐに（2022/07/20時点）,介護職/ヘルパー (10年以上),(高等学校),離職中,,1179547
5864,36,男性,30代,京都府,京都市左京区,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (10年以上),,就業中,,968621
5865,29,男性,20代,京都府,京都市左京区,1,0,False,,正職員,,介護職/ヘルパー (未経験),Electricity technician(専門学校)(2016年4月卒業),離職中,,720215
5866,30,男性,30代,京都府,京都市中京区,1,3,False,"介護職員初任者研修（旧ヘルパー2級）,精神保健福祉士,自動車運転免許",正職員,3ヶ月以内（2022/07/20時点）,"介護職/ヘルパー (未経験),生活相談員 (未経験),生活支援員 (2年未満),相談支援専門員 (未経験)",医療福祉心理医療福祉心理(専門学校)(2018年3月卒業),就業中,,1176451
5867,45,女性,40代,京都府,京都市伏見区,2,1,False,介護福祉士,正職員,3ヶ月以内（2022/07/20時点）,"介護職/ヘルパー (10年以上),生活支援員 (未経験)",,就業中,,1141724
5868,36,男性,30代,京都府,向日市,1,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",正職員,,介護職/ヘルパー (7年未満),,就業中,,1171420
5869,36,女性,30代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,1179529
5870,85,男性,70歳以上,奈良県,奈良市,2,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",契約職員,,介護職/ヘルパー (5年未満),,就業中,,1178735
5871,54,男性,50代,京都府,相楽郡精華町,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,1178719
5872,34,女性,30代,京都府,八幡市,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,1142406
5873,40,男性,40代,京都府,京都市右京区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (未経験),,離職中,,1152040
5874,21,男性,20代,京都府,京都市東山区,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,1166047
5875,24,女性,20代,京都府,舞鶴市,1,0,False,,正職員,,介護職/ヘルパー (3年未満),,就業中,,1178216
5876,53,女性,50代,京都府,京都市右京区,1,1,False,介護福祉士,契約職員,,介護職/ヘルパー,,就業中,,454721
5877,62,女性,60代,京都府,京都市南区,1,4,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許,その他（普通二種免許）",契約職員,,介護職/ヘルパー,,就業中,,604573
5878,67,女性,60代,京都府,京丹後市,1,1,False,介護福祉士,正職員,,介護職/ヘルパー,,就業中,,1072998
