target_municipality,age_group,gender,has_national_license,residence_prefecture,count,avg_age,employment_rate,top_qualifications
東京都江東区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都江東区,40代,男性,False,愛知県,1,49.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;柔道整復師
東京都江東区,50代,男性,False,東京都,1,55.0,1.0,保育士;自動車運転免許;児童指導員任用資格
東京都江東区,50代,男性,True,長崎県,1,52.0,1.0,准看護師;自動車運転免許
東京都江東区,60代,女性,False,大阪府,1,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
東京都江東区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都江東区,70歳以上,女性,True,岐阜県,1,74.0,0.0,准看護師;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都江東区,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都清瀬市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都清瀬市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都渋谷区,30代,女性,False,東京都,2,32.5,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都渋谷区,50代,男性,False,東京都,2,53.5,0.5,保育士;自動車運転免許;児童指導員任用資格
東京都渋谷区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都渋谷区,20代,女性,False,神奈川県,1,22.0,1.0,
東京都渋谷区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都渋谷区,20代,男性,False,新潟県,1,23.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
東京都渋谷区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都渋谷区,30代,女性,True,大阪府,1,31.0,1.0,看護師;自動車運転免許
東京都渋谷区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都渋谷区,30代,男性,False,京都府,1,34.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都渋谷区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都渋谷区,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都渋谷区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都渋谷区,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
東京都渋谷区,40代,男性,False,埼玉県,1,40.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
東京都渋谷区,40代,男性,False,大阪府,1,49.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
東京都渋谷区,40代,男性,False,秋田県,1,44.0,0.0,介護職員初任者研修（旧ヘルパー2級）;調理師;自動車運転免許
東京都渋谷区,40代,男性,False,群馬県,1,48.0,1.0,介護福祉士;社会福祉主事任用資格;自動車運転免許
東京都渋谷区,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都渋谷区,50代,男性,False,兵庫県,1,55.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
東京都渋谷区,50代,男性,False,秋田県,1,52.0,0.0,介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
東京都渋谷区,50代,男性,True,長崎県,1,52.0,1.0,准看護師;自動車運転免許
東京都渋谷区,60代,女性,False,埼玉県,1,61.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格;自動車運転免許
東京都渋谷区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都渋谷区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都渋谷区,70歳以上,女性,True,京都府,1,72.0,0.0,看護師
東京都渋谷区,70歳以上,男性,False,滋賀県,1,83.0,1.0,自動車運転免許
東京都渋谷区,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都港区,30代,男性,False,京都府,2,38.5,0.0,介護福祉士;自動車運転免許;社会福祉士
東京都港区,20代,女性,False,京都府,1,25.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都港区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都港区,20代,女性,True,和歌山県,1,26.0,1.0,看護師;自動車運転免許
東京都港区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都港区,20代,男性,False,大阪府,1,25.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
東京都港区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都港区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都港区,30代,女性,True,大阪府,1,31.0,1.0,看護師;自動車運転免許
東京都港区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都港区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都港区,40代,女性,False,東京都,1,43.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都港区,40代,女性,True,大阪府,1,45.0,1.0,看護師;自動車運転免許
東京都港区,40代,男性,False,大阪府,1,49.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
東京都港区,40代,男性,True,京都府,1,47.0,0.0,看護師;介護福祉士;精神保健福祉士
東京都港区,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都港区,50代,男性,False,兵庫県,1,55.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
東京都港区,50代,男性,False,東京都,1,55.0,1.0,保育士;自動車運転免許;児童指導員任用資格
東京都港区,60代,女性,False,大阪府,1,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
東京都港区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都港区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都港区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都港区,70歳以上,女性,True,岐阜県,1,74.0,0.0,准看護師;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都狛江市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都狛江市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都狛江市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都狛江市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都町田市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都町田市,20代,女性,False,神奈川県,1,20.0,0.0,
東京都町田市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都町田市,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
東京都町田市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都町田市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都町田市,30代,女性,False,神奈川県,1,31.0,1.0,歯科技工士
東京都町田市,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都町田市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都町田市,40代,男性,False,三重県,1,47.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都町田市,40代,男性,True,京都府,1,47.0,0.0,看護師;介護福祉士;精神保健福祉士
東京都町田市,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都町田市,50代,男性,False,兵庫県,1,55.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
東京都町田市,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
東京都町田市,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都町田市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都町田市,70歳以上,男性,False,滋賀県,1,83.0,1.0,自動車運転免許
東京都町田市,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都目黒区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都目黒区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都目黒区,20代,男性,False,新潟県,1,23.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
東京都目黒区,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
東京都目黒区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都目黒区,30代,女性,False,山口県,1,39.0,0.0,介護職員初任者研修（旧ヘルパー2級）
東京都目黒区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都目黒区,30代,女性,False,神奈川県,1,31.0,1.0,歯科技工士
東京都目黒区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都目黒区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都目黒区,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都目黒区,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
東京都目黒区,50代,女性,False,大阪府,1,54.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
東京都目黒区,50代,女性,False,東京都,1,57.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都目黒区,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都目黒区,50代,男性,False,東京都,1,55.0,1.0,保育士;自動車運転免許;児童指導員任用資格
東京都目黒区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都目黒区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都神津島村,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都福生市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都福生市,30代,女性,False,東京都,1,31.0,0.0,介護福祉士;自動車運転免許
東京都福生市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都稲城市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都立川市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都立川市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都立川市,30代,女性,False,京都府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都立川市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都立川市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都立川市,40代,女性,False,京都府,1,48.0,0.0,自動車運転免許 取得予定（1年以内）
東京都立川市,40代,女性,False,東京都,1,40.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
東京都立川市,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
東京都立川市,40代,男性,False,埼玉県,1,40.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
東京都練馬区,30代,女性,False,京都府,3,36.0,0.6666666666666666,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,20代,女性,False,京都府,1,26.0,0.0,
東京都練馬区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都練馬区,20代,男性,False,京都府,1,25.0,1.0,歯科技工士
東京都練馬区,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
東京都練馬区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都練馬区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都練馬区,30代,男性,False,京都府,1,38.0,0.0,介護福祉士;自動車運転免許
東京都練馬区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都練馬区,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都練馬区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都練馬区,40代,女性,False,東京都,1,47.0,1.0,介護福祉士
東京都練馬区,50代,女性,False,京都府,1,52.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,50代,女性,False,東京都,1,59.0,0.0,介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都練馬区,60代,男性,False,東京都,1,69.0,1.0,自動車運転免許
東京都練馬区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都練馬区,70歳以上,女性,True,岐阜県,1,74.0,0.0,准看護師;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都練馬区,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
東京都練馬区,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都羽村市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都羽村市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都荒川区,30代,女性,False,東京都,2,32.5,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都荒川区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都荒川区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都荒川区,20代,男性,False,新潟県,1,23.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許
東京都荒川区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都荒川区,30代,女性,False,山口県,1,39.0,0.0,介護職員初任者研修（旧ヘルパー2級）
東京都荒川区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都荒川区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都荒川区,50代,男性,False,東京都,1,55.0,1.0,保育士;自動車運転免許;児童指導員任用資格
東京都荒川区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都荒川区,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
東京都葛飾区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都葛飾区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都葛飾区,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
東京都葛飾区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都葛飾区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都葛飾区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都葛飾区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都葛飾区,40代,男性,False,大阪府,1,49.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
東京都葛飾区,50代,女性,False,京都府,1,54.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
東京都葛飾区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都葛飾区,60代,男性,False,大阪府,1,65.0,1.0,自動車運転免許
東京都葛飾区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都葛飾区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都葛飾区,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都西多摩郡日の出町,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都西多摩郡日の出町,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都西多摩郡檜原村,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都西多摩郡檜原村,50代,男性,False,東京都,1,52.0,0.0,
東京都西多摩郡瑞穂町,30代,女性,False,東京都,2,31.5,0.5,歯科医師;その他（日本歯科麻酔学会認定医）;介護福祉士
東京都西多摩郡瑞穂町,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都西多摩郡瑞穂町,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都西多摩郡瑞穂町,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都西多摩郡瑞穂町,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都西東京市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都西東京市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都西東京市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都西東京市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都西東京市,40代,女性,False,東京都,1,43.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都西東京市,40代,男性,False,埼玉県,1,40.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
東京都西東京市,50代,男性,False,東京都,1,55.0,1.0,保育士;自動車運転免許;児童指導員任用資格
東京都西東京市,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都西東京市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都西東京市,70歳以上,女性,True,岐阜県,1,74.0,0.0,准看護師;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都調布市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都調布市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都調布市,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都調布市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都調布市,40代,男性,False,三重県,1,47.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都調布市,40代,男性,False,埼玉県,1,40.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
東京都調布市,40代,男性,True,京都府,1,47.0,0.0,看護師;介護福祉士;精神保健福祉士
東京都調布市,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都調布市,50代,男性,False,京都府,1,53.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都調布市,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
東京都調布市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都豊島区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都豊島区,20代,男性,False,埼玉県,1,25.0,1.0,介護福祉士
東京都豊島区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都豊島区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都豊島区,30代,女性,True,大阪府,1,31.0,1.0,看護師;自動車運転免許
東京都豊島区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都豊島区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都豊島区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都豊島区,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
東京都豊島区,40代,男性,False,埼玉県,1,40.0,1.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
東京都豊島区,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
東京都豊島区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都豊島区,70歳以上,女性,True,長野県,1,74.0,0.0,准看護師;自動車運転免許
東京都豊島区,70歳以上,男性,False,滋賀県,1,83.0,1.0,自動車運転免許
東京都足立区,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
東京都足立区,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
東京都足立区,30代,女性,False,三重県,1,30.0,1.0,介護職員初任者研修（旧ヘルパー2級）
東京都足立区,30代,女性,False,京都府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都足立区,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
東京都足立区,30代,女性,True,福岡県,1,34.0,1.0,看護師;介護福祉士;自動車運転免許
東京都足立区,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都足立区,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
東京都足立区,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
東京都足立区,50代,女性,True,滋賀県,1,58.0,0.0,看護師;自動車運転免許
東京都足立区,50代,男性,False,福岡県,1,59.0,0.0,登録販売者;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
東京都足立区,50代,男性,True,長崎県,1,52.0,1.0,准看護師;自動車運転免許
東京都足立区,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
東京都足立区,60代,女性,True,鹿児島県,1,66.0,0.0,看護師;准看護師;介護支援専門員（ケアマネジャー）
東京都足立区,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
東京都足立区,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
東京都足立区,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
東京都足立区,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
東京都青梅市,30代,女性,False,東京都,2,31.5,0.5,歯科医師;その他（日本歯科麻酔学会認定医）;介護福祉士
東京都青梅市,30代,女性,False,京都府,1,39.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
東京都青梅市,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
東京都青梅市,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
東京都青梅市,60代,男性,False,群馬県,1,64.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉主事任用資格
栃木県,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
栃木県,40代,女性,False,山形県,1,42.0,0.0,介護福祉士
栃木県,40代,男性,False,群馬県,1,48.0,1.0,介護福祉士;社会福祉主事任用資格;自動車運転免許
栃木県,60代,女性,True,大阪府,1,60.0,1.0,看護師;准看護師;自動車運転免許
栃木県,60代,男性,False,山梨県,1,65.0,1.0,医師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
栃木県佐野市,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
