target_municipality,qualification_name,applicant_count,avg_age,employment_rate
群馬県北群馬郡榛東村,社会福祉主事任用資格,1,64.0,1.0
群馬県北群馬郡榛東村,自動車運転免許,1,64.0,1.0
群馬県太田市,自動車運転免許,5,61.6,0.8
群馬県太田市,介護職員初任者研修（旧ヘルパー2級）,5,58.0,0.8
群馬県太田市,介護福祉士,3,60.0,1.0
群馬県太田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
群馬県太田市,社会福祉主事任用資格,2,56.0,1.0
群馬県太田市,あん摩マッサージ指圧師,2,48.5,1.0
群馬県太田市,精神保健福祉士,1,68.0,1.0
群馬県太田市,児童発達支援管理責任者研修,1,68.0,1.0
群馬県太田市,サービス管理責任者研修,1,68.0,1.0
群馬県太田市,相談支援従事者研修,1,68.0,1.0
群馬県太田市,医師,1,65.0,1.0
群馬県太田市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
群馬県太田市,主任介護支援専門員,1,65.0,1.0
群馬県太田市,その他（救命士）,1,65.0,1.0
群馬県太田市,幼稚園教諭,1,29.0,1.0
群馬県太田市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
群馬県太田市,小学校教諭,1,29.0,1.0
群馬県太田市,高等学校教諭,1,29.0,1.0
群馬県安中市,介護福祉士,2,69.0,0.5
群馬県安中市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,69.0,0.5
群馬県安中市,社会福祉主事任用資格,2,69.0,0.5
群馬県安中市,自動車運転免許,2,69.0,0.5
群馬県安中市,歯科技工士,1,25.0,1.0
群馬県安中市,准看護師,1,74.0,0.0
群馬県安中市,介護職員初任者研修（旧ヘルパー2級）,1,74.0,0.0
群馬県安中市,精神保健福祉士,1,74.0,0.0
群馬県安中市,サービス管理責任者研修,1,74.0,0.0
群馬県富岡市,介護福祉士,1,64.0,1.0
群馬県富岡市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県富岡市,社会福祉主事任用資格,1,64.0,1.0
群馬県富岡市,自動車運転免許,1,64.0,1.0
群馬県桐生市,自動車運転免許,3,63.666666666666664,0.6666666666666666
群馬県桐生市,介護職員初任者研修（旧ヘルパー2級）,2,63.5,0.5
群馬県桐生市,介護福祉士,1,64.0,1.0
群馬県桐生市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県桐生市,社会福祉主事任用資格,1,64.0,1.0
群馬県沼田市,介護福祉士,1,64.0,1.0
群馬県沼田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県沼田市,社会福祉主事任用資格,1,64.0,1.0
群馬県沼田市,自動車運転免許,1,64.0,1.0
群馬県渋川市,歯科医師,1,32.0,1.0
群馬県渋川市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
群馬県渋川市,介護福祉士,1,64.0,1.0
群馬県渋川市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県渋川市,社会福祉主事任用資格,1,64.0,1.0
群馬県渋川市,自動車運転免許,1,64.0,1.0
群馬県藤岡市,介護福祉士,1,64.0,1.0
群馬県藤岡市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県藤岡市,社会福祉主事任用資格,1,64.0,1.0
群馬県藤岡市,自動車運転免許,1,64.0,1.0
群馬県藤岡市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
群馬県藤岡市,あん摩マッサージ指圧師,1,29.0,1.0
群馬県藤岡市,幼稚園教諭,1,29.0,1.0
群馬県藤岡市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
群馬県藤岡市,小学校教諭,1,29.0,1.0
群馬県藤岡市,高等学校教諭,1,29.0,1.0
群馬県邑楽郡大泉町,自動車運転免許,3,56.666666666666664,1.0
群馬県邑楽郡大泉町,介護福祉士,2,56.0,1.0
群馬県邑楽郡大泉町,社会福祉主事任用資格,2,56.0,1.0
群馬県邑楽郡大泉町,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県邑楽郡大泉町,介護職員初任者研修（旧ヘルパー2級）,1,58.0,1.0
群馬県邑楽郡邑楽町,介護福祉士,1,48.0,1.0
群馬県邑楽郡邑楽町,社会福祉主事任用資格,1,48.0,1.0
群馬県邑楽郡邑楽町,自動車運転免許,1,48.0,1.0
群馬県高崎市,介護福祉士,3,46.0,0.6666666666666666
群馬県高崎市,社会福祉主事任用資格,2,56.0,1.0
群馬県高崎市,自動車運転免許,2,56.0,1.0
群馬県高崎市,介護職員初任者研修（旧ヘルパー2級）,2,47.0,1.0
群馬県高崎市,歯科医師,1,32.0,1.0
群馬県高崎市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
群馬県高崎市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
群馬県高崎市,医師,1,65.0,1.0
群馬県高崎市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
群馬県高崎市,主任介護支援専門員,1,65.0,1.0
群馬県高崎市,その他（救命士）,1,65.0,1.0
群馬県高崎市,あん摩マッサージ指圧師,1,29.0,1.0
群馬県高崎市,幼稚園教諭,1,29.0,1.0
群馬県高崎市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
群馬県高崎市,小学校教諭,1,29.0,1.0
群馬県高崎市,高等学校教諭,1,29.0,1.0
茨城県,介護職員初任者研修（旧ヘルパー2級）,3,54.0,1.0
茨城県,自動車運転免許,3,52.666666666666664,1.0
茨城県,介護福祉士,2,49.0,1.0
茨城県,歯科医師,1,32.0,1.0
茨城県,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県,医師,1,65.0,1.0
茨城県,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県,主任介護支援専門員,1,65.0,1.0
茨城県,その他（救命士）,1,65.0,1.0
茨城県,児童指導員任用資格,1,50.0,1.0
茨城県,公認心理師,1,50.0,1.0
茨城県,社会福祉主事任用資格,1,48.0,1.0
茨城県,看護師,1,60.0,1.0
茨城県,准看護師,1,60.0,1.0
茨城県,その他（医療的ケア教員講習会）,1,60.0,1.0
茨城県つくばみらい市,サービス管理責任者研修,1,77.0,0.0
茨城県つくばみらい市,相談支援従事者研修,1,77.0,0.0
茨城県つくば市,自動車運転免許,4,59.25,0.75
茨城県つくば市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,60.666666666666664,0.6666666666666666
茨城県つくば市,介護職員初任者研修（旧ヘルパー2級）,3,54.0,1.0
茨城県つくば市,介護福祉士,2,66.0,1.0
茨城県つくば市,あん摩マッサージ指圧師,2,48.5,1.0
茨城県つくば市,サービス管理責任者研修,2,72.5,0.5
茨城県つくば市,相談支援従事者研修,2,72.5,0.5
茨城県つくば市,歯科医師,1,32.0,1.0
茨城県つくば市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県つくば市,社会福祉主事任用資格,1,64.0,1.0
茨城県つくば市,精神保健福祉士,1,68.0,1.0
茨城県つくば市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県つくば市,医師,1,65.0,1.0
茨城県つくば市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県つくば市,主任介護支援専門員,1,65.0,1.0
茨城県つくば市,その他（救命士）,1,65.0,1.0
茨城県つくば市,幼稚園教諭,1,29.0,1.0
茨城県つくば市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県つくば市,小学校教諭,1,29.0,1.0
茨城県つくば市,高等学校教諭,1,29.0,1.0
茨城県つくば市,福祉用具専門相談員,1,50.0,0.0
茨城県つくば市,保育士,1,55.0,1.0
茨城県つくば市,児童指導員任用資格,1,55.0,1.0
茨城県ひたちなか市,介護福祉士,2,66.0,1.0
茨城県ひたちなか市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県ひたちなか市,自動車運転免許,2,66.0,1.0
茨城県ひたちなか市,介護職員初任者研修（旧ヘルパー2級）,2,48.5,1.0
茨城県ひたちなか市,あん摩マッサージ指圧師,2,48.5,1.0
茨城県ひたちなか市,サービス管理責任者研修,2,72.5,0.5
茨城県ひたちなか市,相談支援従事者研修,2,72.5,0.5
茨城県ひたちなか市,歯科医師,1,32.0,1.0
茨城県ひたちなか市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県ひたちなか市,社会福祉主事任用資格,1,64.0,1.0
茨城県ひたちなか市,精神保健福祉士,1,68.0,1.0
茨城県ひたちなか市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県ひたちなか市,幼稚園教諭,1,29.0,1.0
茨城県ひたちなか市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県ひたちなか市,小学校教諭,1,29.0,1.0
茨城県ひたちなか市,高等学校教諭,1,29.0,1.0
茨城県北相馬郡利根町,歯科技工士,1,31.0,1.0
茨城県北相馬郡利根町,介護福祉士,1,64.0,1.0
茨城県北相馬郡利根町,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県北相馬郡利根町,社会福祉主事任用資格,1,64.0,1.0
茨城県北相馬郡利根町,自動車運転免許,1,64.0,1.0
茨城県取手市,自動車運転免許,3,62.333333333333336,1.0
茨城県取手市,介護福祉士,2,66.0,1.0
茨城県取手市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県取手市,介護職員初任者研修（旧ヘルパー2級）,2,48.5,1.0
茨城県取手市,あん摩マッサージ指圧師,2,48.5,1.0
茨城県取手市,サービス管理責任者研修,2,72.5,0.5
茨城県取手市,相談支援従事者研修,2,72.5,0.5
茨城県取手市,社会福祉主事任用資格,1,64.0,1.0
茨城県取手市,精神保健福祉士,1,68.0,1.0
茨城県取手市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県取手市,幼稚園教諭,1,29.0,1.0
茨城県取手市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県取手市,小学校教諭,1,29.0,1.0
茨城県取手市,高等学校教諭,1,29.0,1.0
茨城県取手市,保育士,1,55.0,1.0
茨城県取手市,児童指導員任用資格,1,55.0,1.0
茨城県古河市,社会福祉主事任用資格,2,52.0,1.0
茨城県古河市,自動車運転免許,2,52.0,1.0
茨城県古河市,介護福祉士,1,64.0,1.0
茨城県古河市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県古河市,介護職員初任者研修（旧ヘルパー2級）,1,40.0,1.0
茨城県古河市,社会福祉士 取得予定（1年以内）,1,40.0,1.0
茨城県古河市,児童発達支援管理責任者研修,1,40.0,1.0
茨城県古河市,サービス管理責任者研修,1,40.0,1.0
茨城県古河市,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
茨城県古河市,その他（サービス管理者資格）,1,40.0,1.0
茨城県土浦市,自動車運転免許,3,62.333333333333336,1.0
茨城県土浦市,介護職員初任者研修（旧ヘルパー2級）,3,42.333333333333336,1.0
茨城県土浦市,歯科技工士,2,28.0,1.0
茨城県土浦市,介護福祉士,2,66.0,1.0
茨城県土浦市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県土浦市,あん摩マッサージ指圧師,2,48.5,1.0
茨城県土浦市,サービス管理責任者研修,2,72.5,0.5
茨城県土浦市,相談支援従事者研修,2,72.5,0.5
茨城県土浦市,社会福祉主事任用資格,1,64.0,1.0
茨城県土浦市,精神保健福祉士,1,68.0,1.0
茨城県土浦市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県土浦市,幼稚園教諭,1,29.0,1.0
茨城県土浦市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県土浦市,小学校教諭,1,29.0,1.0
茨城県土浦市,高等学校教諭,1,29.0,1.0
茨城県土浦市,保育士,1,55.0,1.0
茨城県土浦市,児童指導員任用資格,1,55.0,1.0
茨城県坂東市,歯科医師,1,32.0,1.0
茨城県坂東市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県守谷市,自動車運転免許,2,52.5,0.5
茨城県守谷市,歯科医師,1,32.0,1.0
茨城県守谷市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県守谷市,介護福祉士,1,26.0,0.0
茨城県守谷市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,50.0,0.0
茨城県守谷市,福祉用具専門相談員,1,50.0,0.0
茨城県守谷市,サービス管理責任者研修,1,77.0,0.0
茨城県守谷市,相談支援従事者研修,1,77.0,0.0
茨城県守谷市,保育士,1,55.0,1.0
茨城県守谷市,児童指導員任用資格,1,55.0,1.0
茨城県小美玉市,歯科技工士,1,31.0,1.0
茨城県小美玉市,介護福祉士,1,64.0,1.0
茨城県小美玉市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県小美玉市,社会福祉主事任用資格,1,64.0,1.0
茨城県小美玉市,自動車運転免許,1,64.0,1.0
茨城県小美玉市,介護職員初任者研修（旧ヘルパー2級）,1,30.0,1.0
茨城県常総市,介護福祉士,1,64.0,1.0
茨城県常総市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県常総市,社会福祉主事任用資格,1,64.0,1.0
茨城県常総市,自動車運転免許,1,64.0,1.0
茨城県常総市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
茨城県常総市,あん摩マッサージ指圧師,1,29.0,1.0
茨城県常総市,幼稚園教諭,1,29.0,1.0
茨城県常総市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県常総市,小学校教諭,1,29.0,1.0
茨城県常総市,高等学校教諭,1,29.0,1.0
茨城県常陸大宮市,医師,1,65.0,1.0
茨城県常陸大宮市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県常陸大宮市,介護職員初任者研修（旧ヘルパー2級）,1,65.0,1.0
茨城県常陸大宮市,主任介護支援専門員,1,65.0,1.0
茨城県常陸大宮市,その他（救命士）,1,65.0,1.0
茨城県常陸太田市,介護福祉士,1,64.0,1.0
茨城県常陸太田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県常陸太田市,社会福祉主事任用資格,1,64.0,1.0
茨城県常陸太田市,自動車運転免許,1,64.0,1.0
茨城県日立市,介護福祉士,2,66.0,1.0
茨城県日立市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県日立市,自動車運転免許,2,66.0,1.0
茨城県日立市,サービス管理責任者研修,2,72.5,0.5
茨城県日立市,相談支援従事者研修,2,72.5,0.5
茨城県日立市,社会福祉主事任用資格,1,64.0,1.0
茨城県日立市,介護職員初任者研修（旧ヘルパー2級）,1,68.0,1.0
茨城県日立市,精神保健福祉士,1,68.0,1.0
茨城県日立市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県日立市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県日立市,歯科技工士,1,25.0,1.0
茨城県桜川市,介護職員初任者研修（旧ヘルパー2級）,2,66.5,1.0
茨城県桜川市,介護福祉士,1,68.0,1.0
茨城県桜川市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,68.0,1.0
茨城県桜川市,精神保健福祉士,1,68.0,1.0
茨城県桜川市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県桜川市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県桜川市,自動車運転免許,1,68.0,1.0
茨城県桜川市,サービス管理責任者研修,1,68.0,1.0
茨城県桜川市,相談支援従事者研修,1,68.0,1.0
茨城県桜川市,医師,1,65.0,1.0
茨城県桜川市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県桜川市,主任介護支援専門員,1,65.0,1.0
茨城県桜川市,その他（救命士）,1,65.0,1.0
茨城県水戸市,介護福祉士,2,66.0,1.0
茨城県水戸市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県水戸市,自動車運転免許,2,66.0,1.0
茨城県水戸市,介護職員初任者研修（旧ヘルパー2級）,2,66.5,1.0
茨城県水戸市,歯科医師,1,32.0,1.0
茨城県水戸市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県水戸市,歯科技工士,1,31.0,1.0
茨城県水戸市,社会福祉主事任用資格,1,64.0,1.0
茨城県水戸市,精神保健福祉士,1,68.0,1.0
茨城県水戸市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県水戸市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県水戸市,サービス管理責任者研修,1,68.0,1.0
茨城県水戸市,相談支援従事者研修,1,68.0,1.0
茨城県水戸市,医師,1,65.0,1.0
茨城県水戸市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県水戸市,主任介護支援専門員,1,65.0,1.0
茨城県水戸市,その他（救命士）,1,65.0,1.0
茨城県潮来市,介護福祉士,1,68.0,1.0
茨城県潮来市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,68.0,1.0
茨城県潮来市,介護職員初任者研修（旧ヘルパー2級）,1,68.0,1.0
茨城県潮来市,精神保健福祉士,1,68.0,1.0
茨城県潮来市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県潮来市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県潮来市,自動車運転免許,1,68.0,1.0
茨城県潮来市,サービス管理責任者研修,1,68.0,1.0
茨城県潮来市,相談支援従事者研修,1,68.0,1.0
茨城県牛久市,介護福祉士,2,66.0,1.0
茨城県牛久市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県牛久市,自動車運転免許,2,66.0,1.0
茨城県牛久市,介護職員初任者研修（旧ヘルパー2級）,2,48.5,1.0
茨城県牛久市,あん摩マッサージ指圧師,2,48.5,1.0
茨城県牛久市,サービス管理責任者研修,2,72.5,0.5
茨城県牛久市,相談支援従事者研修,2,72.5,0.5
茨城県牛久市,社会福祉主事任用資格,1,64.0,1.0
茨城県牛久市,精神保健福祉士,1,68.0,1.0
茨城県牛久市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県牛久市,幼稚園教諭,1,29.0,1.0
茨城県牛久市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県牛久市,小学校教諭,1,29.0,1.0
茨城県牛久市,高等学校教諭,1,29.0,1.0
茨城県石岡市,介護福祉士,1,64.0,1.0
茨城県石岡市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県石岡市,社会福祉主事任用資格,1,64.0,1.0
茨城県石岡市,自動車運転免許,1,64.0,1.0
茨城県神栖市,介護福祉士,2,66.0,1.0
茨城県神栖市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
茨城県神栖市,自動車運転免許,2,66.0,1.0
茨城県神栖市,社会福祉主事任用資格,1,64.0,1.0
茨城県神栖市,介護職員初任者研修（旧ヘルパー2級）,1,68.0,1.0
茨城県神栖市,精神保健福祉士,1,68.0,1.0
茨城県神栖市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県神栖市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県神栖市,サービス管理責任者研修,1,68.0,1.0
茨城県神栖市,相談支援従事者研修,1,68.0,1.0
茨城県神栖市,歯科技工士,1,25.0,1.0
茨城県稲敷市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,50.0,0.0
茨城県稲敷市,自動車運転免許,1,50.0,0.0
茨城県稲敷市,福祉用具専門相談員,1,50.0,0.0
茨城県稲敷郡美浦村,介護職員初任者研修（旧ヘルパー2級）,2,47.0,1.0
茨城県稲敷郡美浦村,医師,1,65.0,1.0
茨城県稲敷郡美浦村,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県稲敷郡美浦村,主任介護支援専門員,1,65.0,1.0
茨城県稲敷郡美浦村,その他（救命士）,1,65.0,1.0
茨城県稲敷郡美浦村,あん摩マッサージ指圧師,1,29.0,1.0
茨城県稲敷郡美浦村,幼稚園教諭,1,29.0,1.0
茨城県稲敷郡美浦村,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県稲敷郡美浦村,小学校教諭,1,29.0,1.0
茨城県稲敷郡美浦村,高等学校教諭,1,29.0,1.0
茨城県稲敷郡阿見町,介護職員初任者研修（旧ヘルパー2級）,2,29.5,1.0
茨城県稲敷郡阿見町,あん摩マッサージ指圧師,1,29.0,1.0
茨城県稲敷郡阿見町,幼稚園教諭,1,29.0,1.0
茨城県稲敷郡阿見町,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県稲敷郡阿見町,小学校教諭,1,29.0,1.0
茨城県稲敷郡阿見町,高等学校教諭,1,29.0,1.0
茨城県稲敷郡阿見町,サービス管理責任者研修,1,77.0,0.0
茨城県稲敷郡阿見町,相談支援従事者研修,1,77.0,0.0
茨城県笠間市,介護福祉士,1,68.0,1.0
茨城県笠間市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,68.0,1.0
茨城県笠間市,介護職員初任者研修（旧ヘルパー2級）,1,68.0,1.0
茨城県笠間市,精神保健福祉士,1,68.0,1.0
茨城県笠間市,あん摩マッサージ指圧師,1,68.0,1.0
茨城県笠間市,児童発達支援管理責任者研修,1,68.0,1.0
茨城県笠間市,自動車運転免許,1,68.0,1.0
茨城県笠間市,サービス管理責任者研修,1,68.0,1.0
茨城県笠間市,相談支援従事者研修,1,68.0,1.0
茨城県筑西市,介護職員初任者研修（旧ヘルパー2級）,2,42.0,0.5
茨城県筑西市,あん摩マッサージ指圧師,1,29.0,1.0
茨城県筑西市,幼稚園教諭,1,29.0,1.0
茨城県筑西市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県筑西市,小学校教諭,1,29.0,1.0
茨城県筑西市,高等学校教諭,1,29.0,1.0
茨城県筑西市,介護支援専門員（ケアマネジャー）,1,55.0,0.0
茨城県筑西市,介護福祉士,1,55.0,0.0
茨城県筑西市,自動車運転免許,1,55.0,0.0
茨城県結城市,歯科技工士,2,28.0,1.0
茨城県結城市,歯科医師,1,32.0,1.0
茨城県結城市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
茨城県結城市,介護福祉士,1,64.0,1.0
茨城県結城市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県結城市,社会福祉主事任用資格,1,64.0,1.0
茨城県結城市,自動車運転免許,1,64.0,1.0
茨城県結城市,看護師,1,53.0,1.0
茨城県結城市,准看護師,1,53.0,1.0
茨城県結城市,管理栄養士,1,53.0,1.0
茨城県結城郡八千代町,介護福祉士,1,64.0,1.0
茨城県結城郡八千代町,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県結城郡八千代町,社会福祉主事任用資格,1,64.0,1.0
茨城県結城郡八千代町,自動車運転免許,1,64.0,1.0
茨城県結城郡八千代町,介護職員初任者研修（旧ヘルパー2級）,1,81.0,1.0
茨城県行方市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
茨城県行方市,あん摩マッサージ指圧師,1,29.0,1.0
茨城県行方市,幼稚園教諭,1,29.0,1.0
茨城県行方市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県行方市,小学校教諭,1,29.0,1.0
茨城県行方市,高等学校教諭,1,29.0,1.0
茨城県那珂市,介護福祉士,1,64.0,1.0
茨城県那珂市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県那珂市,社会福祉主事任用資格,1,64.0,1.0
茨城県那珂市,自動車運転免許,1,64.0,1.0
茨城県那珂市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
茨城県那珂市,あん摩マッサージ指圧師,1,29.0,1.0
茨城県那珂市,幼稚園教諭,1,29.0,1.0
茨城県那珂市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県那珂市,小学校教諭,1,29.0,1.0
茨城県那珂市,高等学校教諭,1,29.0,1.0
茨城県那珂郡東海村,介護福祉士,1,64.0,1.0
茨城県那珂郡東海村,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県那珂郡東海村,社会福祉主事任用資格,1,64.0,1.0
茨城県那珂郡東海村,自動車運転免許,1,64.0,1.0
茨城県高萩市,歯科技工士,1,25.0,1.0
茨城県鹿嶋市,介護福祉士,1,64.0,1.0
茨城県鹿嶋市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
茨城県鹿嶋市,社会福祉主事任用資格,1,64.0,1.0
茨城県鹿嶋市,自動車運転免許,1,64.0,1.0
茨城県鹿嶋市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
茨城県鹿嶋市,あん摩マッサージ指圧師,1,29.0,1.0
茨城県鹿嶋市,幼稚園教諭,1,29.0,1.0
茨城県鹿嶋市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
茨城県鹿嶋市,小学校教諭,1,29.0,1.0
茨城県鹿嶋市,高等学校教諭,1,29.0,1.0
茨城県龍ケ崎市,医師,1,65.0,1.0
茨城県龍ケ崎市,介護支援専門員（ケアマネジャー）,1,65.0,1.0
茨城県龍ケ崎市,介護職員初任者研修（旧ヘルパー2級）,1,65.0,1.0
茨城県龍ケ崎市,主任介護支援専門員,1,65.0,1.0
茨城県龍ケ崎市,その他（救命士）,1,65.0,1.0
長崎県,自動車運転免許,2,35.0,1.0
長崎県,介護福祉士,1,48.0,1.0
長崎県,社会福祉主事任用資格,1,48.0,1.0
長崎県,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,22.0,1.0
長崎県佐世保市,自動車運転免許,2,56.0,1.0
長崎県佐世保市,介護福祉士,1,60.0,1.0
長崎県佐世保市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,60.0,1.0
長崎県佐世保市,准看護師,1,52.0,1.0
長崎県大村市,准看護師,1,52.0,1.0
長崎県大村市,自動車運転免許,1,52.0,1.0
長崎県対馬市,自動車運転免許,2,55.5,0.5
長崎県対馬市,准看護師,1,52.0,1.0
長崎県対馬市,登録販売者,1,59.0,0.0
長崎県対馬市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,59.0,0.0
長崎県松浦市,准看護師,1,52.0,1.0
長崎県松浦市,自動車運転免許,1,52.0,1.0
長崎県長崎市,自動車運転免許,4,50.0,1.0
長崎県長崎市,介護職員初任者研修（旧ヘルパー2級）,1,45.0,1.0
長崎県長崎市,調理師,1,45.0,1.0
長崎県長崎市,医療事務資格（民間）,1,45.0,1.0
長崎県長崎市,柔道整復師,1,43.0,1.0
長崎県長崎市,アロマセラピスト,1,43.0,1.0
長崎県長崎市,介護福祉士,1,60.0,1.0
長崎県長崎市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,60.0,1.0
長崎県長崎市,准看護師,1,52.0,1.0
長野県,自動車運転免許,2,43.0,1.0
長野県,医師,1,65.0,1.0
長野県,介護支援専門員（ケアマネジャー）,1,65.0,1.0
長野県,介護職員初任者研修（旧ヘルパー2級）,1,65.0,1.0
長野県,主任介護支援専門員,1,65.0,1.0
長野県,その他（救命士）,1,65.0,1.0
長野県,介護福祉士,1,48.0,1.0
長野県,社会福祉主事任用資格,1,48.0,1.0
長野県,柔道整復師,1,38.0,1.0
長野県佐久市,自動車運転免許,2,59.5,0.5
長野県佐久市,介護職員初任者研修（旧ヘルパー2級）,1,45.0,1.0
長野県佐久市,調理師,1,45.0,1.0
長野県佐久市,医療事務資格（民間）,1,45.0,1.0
長野県佐久市,准看護師,1,74.0,0.0
長野県北佐久郡軽井沢町,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
長野県北佐久郡軽井沢町,あん摩マッサージ指圧師,1,29.0,1.0
長野県北佐久郡軽井沢町,幼稚園教諭,1,29.0,1.0
長野県北佐久郡軽井沢町,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
長野県北佐久郡軽井沢町,小学校教諭,1,29.0,1.0
