id,age,gender,age_group,generation,residence_raw,residence_pref,residence_muni,residence_region,qualification_count
5578,56,F,55-59,Senior,25,,,,0
5579,24,F,20-24,Young,26,,,,0
5580,37,M,35-39,Middle,27,,,,0
5581,35,M,30-34,Young,28,,,,0
5582,28,F,25-29,Young,29,,,,0
5583,48,M,45-49,Middle,30,,,,0
5584,62,F,60-64,Senior,1,,,,0
5585,27,M,25-29,Young,2,,,,0
5586,54,F,50-54,Senior,3,,,,0
5587,40,F,35-39,Middle,4,,,,0
5588,62,F,60-64,Senior,5,,,,0
5589,44,M,40-44,Middle,6,,,,0
5590,29,F,25-29,Young,7,,,,0
5591,72,F,70+,Elderly,8,,,,0
5592,41,F,40-44,Middle,9,,,,0
5593,34,M,30-34,Young,10,,,,0
5594,31,M,30-34,Young,11,,,,0
5595,63,F,60-64,Senior,12,,,,0
5596,31,F,30-34,Young,13,,,,0
5597,60,F,55-59,Senior,14,,,,0
5598,55,F,50-54,Senior,15,,,,0
5599,56,F,55-59,Senior,16,,,,0
5600,57,M,55-59,Senior,17,,,,0
5601,70,F,65-69,Elderly,18,,,,0
5602,51,F,50-54,Senior,19,,,,0
5603,29,F,25-29,Young,20,,,,0
5604,36,F,35-39,Middle,21,,,,0
5605,44,F,40-44,Middle,22,,,,0
5606,44,F,40-44,Middle,23,,,,0
5607,68,F,65-69,Elderly,24,,,,0
5608,61,F,60-64,Senior,25,,,,0
5609,75,F,70+,Elderly,26,,,,0
5610,63,F,60-64,Senior,27,,,,0
5611,58,F,55-59,Senior,28,,,,0
5612,63,F,60-64,Senior,29,,,,0
5613,57,F,55-59,Senior,30,,,,0
5614,29,F,25-29,Young,1,,,,0
5615,45,F,40-44,Middle,2,,,,0
5616,38,M,35-39,Middle,3,,,,0
5617,61,F,60-64,Senior,4,,,,0
5618,41,F,40-44,Middle,5,,,,0
5619,62,M,60-64,Senior,6,,,,0
5620,73,F,70+,Elderly,7,,,,0
5621,28,F,25-29,Young,8,,,,0
5622,35,F,30-34,Young,9,,,,0
5623,63,M,60-64,Senior,10,,,,0
5624,50,F,45-49,Middle,11,,,,0
5625,49,M,45-49,Middle,12,,,,0
5626,31,F,30-34,Young,13,,,,0
5627,50,F,45-49,Middle,14,,,,0
5628,49,M,45-49,Middle,15,,,,0
5629,44,F,40-44,Middle,16,,,,0
5630,60,F,55-59,Senior,17,,,,0
5631,55,F,50-54,Senior,18,,,,0
5632,47,F,45-49,Middle,19,,,,0
5633,31,F,30-34,Young,20,,,,0
5634,56,M,55-59,Senior,21,,,,0
5635,41,M,40-44,Middle,22,,,,0
5636,41,F,40-44,Middle,23,,,,0
5637,75,F,70+,Elderly,24,,,,0
5638,31,M,30-34,Young,25,,,,0
5639,57,F,55-59,Senior,26,,,,0
5640,43,M,40-44,Middle,27,,,,0
5641,58,M,55-59,Senior,28,,,,0
5642,39,F,35-39,Middle,29,,,,0
5643,63,F,60-64,Senior,30,,,,0
5644,55,M,50-54,Senior,1,,,,0
5645,56,F,55-59,Senior,2,,,,0
5646,52,F,50-54,Senior,3,,,,0
5647,31,M,30-34,Young,4,,,,0
5648,65,M,60-64,Senior,5,,,,0
5649,66,F,65-69,Elderly,6,,,,0
5650,61,F,60-64,Senior,7,,,,0
5651,34,F,30-34,Young,8,,,,0
5652,37,F,35-39,Middle,9,,,,0
5653,33,F,30-34,Young,10,,,,0
5654,49,F,45-49,Middle,11,,,,0
5655,58,F,55-59,Senior,12,,,,0
5656,66,F,65-69,Elderly,13,,,,0
5657,63,F,60-64,Senior,14,,,,0
5658,54,F,50-54,Senior,15,,,,0
5659,39,M,35-39,Middle,16,,,,0
5660,36,F,35-39,Middle,17,,,,0
5661,43,F,40-44,Middle,18,,,,0
5662,31,F,30-34,Young,19,,,,0
5663,59,F,55-59,Senior,20,,,,0
5664,25,F,20-24,Young,21,,,,0
5665,36,M,35-39,Middle,22,,,,0
5666,65,F,60-64,Senior,23,,,,0
5667,74,F,70+,Elderly,24,,,,0
5668,46,M,45-49,Middle,25,,,,0
5669,65,M,60-64,Senior,26,,,,0
5670,32,M,30-34,Young,27,,,,0
5671,59,F,55-59,Senior,28,,,,0
5672,63,F,60-64,Senior,29,,,,0
5673,57,F,55-59,Senior,30,,,,0
5674,50,F,45-49,Middle,1,,,,0
5675,62,M,60-64,Senior,2,,,,0
5676,39,M,35-39,Middle,3,,,,0
5677,74,M,70+,Elderly,4,,,,0
5678,72,F,70+,Elderly,5,,,,0
5679,34,F,30-34,Young,6,,,,0
5680,25,F,20-24,Young,7,,,,0
5681,37,M,35-39,Middle,8,,,,0
5682,75,F,70+,Elderly,9,,,,0
5683,37,M,35-39,Middle,10,,,,0
5684,67,M,65-69,Elderly,11,,,,0
5685,54,F,50-54,Senior,12,,,,0
5686,66,F,65-69,Elderly,13,,,,0
5687,54,F,50-54,Senior,14,,,,0
5688,32,M,30-34,Young,15,,,,0
5689,46,M,45-49,Middle,16,,,,0
5690,23,F,20-24,Young,17,,,,0
5691,63,F,60-64,Senior,18,,,,0
5692,66,M,65-69,Elderly,19,,,,0
5693,36,F,35-39,Middle,20,,,,0
5694,62,M,60-64,Senior,21,,,,0
5695,36,F,35-39,Middle,22,,,,0
5696,54,F,50-54,Senior,23,,,,0
5697,32,F,30-34,Young,24,,,,0
5698,48,F,45-49,Middle,25,,,,0
5699,57,F,55-59,Senior,26,,,,0
5700,41,M,40-44,Middle,27,,,,0
5701,22,M,20-24,Young,28,,,,0
5702,26,F,25-29,Young,29,,,,0
5703,67,F,65-69,Elderly,30,,,,0
5704,51,F,50-54,Senior,1,,,,0
5705,23,F,20-24,Young,2,,,,0
5706,36,M,35-39,Middle,3,,,,0
5707,48,M,45-49,Middle,4,,,,0
5708,55,F,50-54,Senior,5,,,,0
5709,76,M,70+,Elderly,6,,,,0
5710,34,F,30-34,Young,7,,,,0
5711,44,F,40-44,Middle,8,,,,0
5712,21,M,20-24,Young,9,,,,0
5713,37,F,35-39,Middle,10,,,,0
5714,66,F,65-69,Elderly,11,,,,0
5715,34,F,30-34,Young,12,,,,0
5716,56,M,55-59,Senior,13,,,,0
5717,28,F,25-29,Young,14,,,,0
5718,49,F,45-49,Middle,15,,,,0
5719,65,F,60-64,Senior,16,,,,0
5720,29,F,25-29,Young,17,,,,0
5721,55,F,50-54,Senior,18,,,,0
5722,57,M,55-59,Senior,19,,,,0
5723,56,M,55-59,Senior,20,,,,0
5724,65,F,60-64,Senior,21,,,,0
5725,23,F,20-24,Young,22,,,,0
5726,46,F,45-49,Middle,23,,,,0
5727,44,F,40-44,Middle,24,,,,0
5728,69,F,65-69,Elderly,25,,,,0
5729,51,M,50-54,Senior,26,,,,0
5730,77,M,70+,Elderly,27,,,,0
5731,62,F,60-64,Senior,28,,,,0
5732,59,F,55-59,Senior,29,,,,0
5733,23,M,20-24,Young,30,,,,0
5734,54,F,50-54,Senior,1,,,,0
5735,52,F,50-54,Senior,2,,,,0
5736,66,F,65-69,Elderly,3,,,,0
5737,60,F,55-59,Senior,4,,,,0
5738,40,F,35-39,Middle,5,,,,0
5739,61,F,60-64,Senior,6,,,,0
5740,27,M,25-29,Young,7,,,,0
5741,30,M,25-29,Young,8,,,,0
5742,62,F,60-64,Senior,9,,,,0
5743,57,F,55-59,Senior,10,,,,0
5744,79,F,70+,Elderly,11,,,,0
5745,60,M,55-59,Senior,12,,,,0
5746,68,F,65-69,Elderly,13,,,,0
5747,46,M,45-49,Middle,14,,,,0
5748,55,F,50-54,Senior,15,,,,0
5749,25,F,20-24,Young,16,,,,0
5750,46,M,45-49,Middle,17,,,,0
5751,56,F,55-59,Senior,18,,,,0
5752,42,F,40-44,Middle,19,,,,0
5753,50,F,45-49,Middle,20,,,,0
5754,30,M,25-29,Young,21,,,,0
5755,53,F,50-54,Senior,22,,,,0
5756,55,M,50-54,Senior,23,,,,0
5757,23,F,20-24,Young,24,,,,0
5758,37,F,35-39,Middle,25,,,,0
5759,36,F,35-39,Middle,26,,,,0
5760,65,F,60-64,Senior,27,,,,0
5761,69,F,65-69,Elderly,28,,,,0
5762,67,F,65-69,Elderly,29,,,,0
5763,27,F,25-29,Young,30,,,,0
5764,30,M,25-29,Young,1,,,,0
5765,53,F,50-54,Senior,2,,,,0
5766,36,F,35-39,Middle,3,,,,0
5767,22,F,20-24,Young,4,,,,0
5768,75,F,70+,Elderly,5,,,,0
5769,60,F,55-59,Senior,6,,,,0
5770,66,M,65-69,Elderly,7,,,,0
5771,61,M,60-64,Senior,8,,,,0
5772,72,M,70+,Elderly,9,,,,0
5773,23,M,20-24,Young,10,,,,0
5774,45,F,40-44,Middle,11,,,,0
5775,31,M,30-34,Young,12,,,,0
5776,29,F,25-29,Young,13,,,,0
5777,62,F,60-64,Senior,14,,,,0
5778,37,F,35-39,Middle,15,,,,0
5779,63,M,60-64,Senior,16,,,,0
5780,25,F,20-24,Young,17,,,,0
5781,25,F,20-24,Young,18,,,,0
5782,26,F,25-29,Young,19,,,,0
5783,25,F,20-24,Young,20,,,,0
5784,44,F,40-44,Middle,21,,,,0
5785,44,F,40-44,Middle,22,,,,0
5786,53,F,50-54,Senior,23,,,,0
5787,29,F,25-29,Young,24,,,,0
5788,28,F,25-29,Young,25,,,,0
5789,61,F,60-64,Senior,26,,,,0
5790,26,M,25-29,Young,27,,,,0
5791,66,F,65-69,Elderly,28,,,,0
5792,55,F,50-54,Senior,29,,,,0
5793,26,M,25-29,Young,30,,,,0
5794,34,F,30-34,Young,1,,,,0
5795,39,F,35-39,Middle,2,,,,0
5796,32,M,30-34,Young,3,,,,0
5797,59,F,55-59,Senior,4,,,,0
5798,31,F,30-34,Young,5,,,,0
5799,39,F,35-39,Middle,6,,,,0
5800,45,M,40-44,Middle,7,,,,0
5801,75,F,70+,Elderly,8,,,,0
5802,47,F,45-49,Middle,9,,,,0
5803,66,F,65-69,Elderly,10,,,,0
5804,65,F,60-64,Senior,11,,,,0
5805,61,F,60-64,Senior,12,,,,0
5806,49,F,45-49,Middle,13,,,,0
5807,30,F,25-29,Young,14,,,,0
5808,78,F,70+,Elderly,15,,,,0
5809,48,M,45-49,Middle,16,,,,0
5810,59,F,55-59,Senior,17,,,,0
5811,47,F,45-49,Middle,18,,,,0
5812,25,F,20-24,Young,19,,,,0
5813,38,F,35-39,Middle,20,,,,0
5814,36,M,35-39,Middle,21,,,,0
5815,61,M,60-64,Senior,22,,,,0
5816,55,F,50-54,Senior,23,,,,0
5817,43,F,40-44,Middle,24,,,,0
5818,51,F,50-54,Senior,25,,,,0
5819,31,M,30-34,Young,26,,,,0
5820,77,F,70+,Elderly,27,,,,0
5821,69,M,65-69,Elderly,28,,,,0
5822,62,F,60-64,Senior,29,,,,0
5823,25,F,20-24,Young,30,,,,0
5824,39,F,35-39,Middle,1,,,,0
5825,74,F,70+,Elderly,2,,,,0
5826,69,F,65-69,Elderly,3,,,,0
5827,34,M,30-34,Young,4,,,,0
5828,49,M,45-49,Middle,5,,,,0
5829,79,F,70+,Elderly,6,,,,0
5830,37,M,35-39,Middle,7,,,,0
5831,59,F,55-59,Senior,8,,,,0
5832,37,F,35-39,Middle,9,,,,0
5833,61,F,60-64,Senior,10,,,,0
5834,63,F,60-64,Senior,11,,,,0
5835,34,F,30-34,Young,12,,,,0
5836,41,M,40-44,Middle,13,,,,0
5837,46,F,45-49,Middle,14,,,,0
5838,55,F,50-54,Senior,15,,,,0
5839,27,M,25-29,Young,16,,,,0
5840,24,M,20-24,Young,17,,,,0
5841,54,M,50-54,Senior,18,,,,0
5842,49,F,45-49,Middle,19,,,,0
5843,55,F,50-54,Senior,20,,,,0
5844,55,F,50-54,Senior,21,,,,0
5845,52,F,50-54,Senior,22,,,,0
5846,71,M,70+,Elderly,23,,,,0
5847,51,F,50-54,Senior,24,,,,0
5848,44,M,40-44,Middle,25,,,,0
5849,42,M,40-44,Middle,26,,,,0
5850,37,M,35-39,Middle,27,,,,0
5851,29,F,25-29,Young,28,,,,0
5852,55,F,50-54,Senior,29,,,,0
5853,63,F,60-64,Senior,30,,,,0
5854,25,F,20-24,Young,1,,,,0
5855,45,M,40-44,Middle,2,,,,0
5856,50,F,45-49,Middle,3,,,,0
5857,45,F,40-44,Middle,4,,,,0
5858,55,F,50-54,Senior,5,,,,0
5859,55,F,50-54,Senior,6,,,,0
5860,59,F,55-59,Senior,7,,,,0
5861,62,F,60-64,Senior,8,,,,0
5862,24,M,20-24,Young,9,,,,0
5863,62,M,60-64,Senior,10,,,,0
5864,36,M,35-39,Middle,11,,,,0
5865,36,M,35-39,Middle,12,,,,0
5866,29,M,25-29,Young,13,,,,0
5867,30,M,25-29,Young,14,,,,0
5868,45,F,40-44,Middle,15,,,,0
5869,36,M,35-39,Middle,16,,,,0
5870,36,F,35-39,Middle,17,,,,0
5871,85,M,70+,Elderly,18,,,,0
5872,54,M,50-54,Senior,19,,,,0
5873,34,F,30-34,Young,20,,,,0
5874,40,M,35-39,Middle,21,,,,0
5875,21,M,20-24,Young,22,,,,0
5876,24,F,20-24,Young,23,,,,0
5877,53,F,50-54,Senior,24,,,,0
5878,62,F,60-64,Senior,25,,,,0
5879,67,F,65-69,Elderly,26,,,,0
5880,31,F,30-34,Young,27,,,,0
5881,42,F,40-44,Middle,28,,,,0
5882,52,M,50-54,Senior,29,,,,0
5883,23,F,20-24,Young,30,,,,0
5884,44,F,40-44,Middle,1,,,,0
5885,57,F,55-59,Senior,2,,,,0
5886,52,M,50-54,Senior,3,,,,0
5887,54,F,50-54,Senior,4,,,,0
5888,25,F,20-24,Young,5,,,,0
5889,55,F,50-54,Senior,6,,,,0
5890,32,M,30-34,Young,7,,,,0
5891,41,F,40-44,Middle,8,,,,0
5892,47,F,45-49,Middle,9,,,,0
5893,58,F,55-59,Senior,10,,,,0
5894,38,M,35-39,Middle,11,,,,0
5895,53,F,50-54,Senior,12,,,,0
5896,40,M,35-39,Middle,13,,,,0
5897,53,M,50-54,Senior,14,,,,0
5898,56,M,55-59,Senior,15,,,,0
5899,30,F,25-29,Young,16,,,,0
5900,35,M,30-34,Young,17,,,,0
5901,36,M,35-39,Middle,18,,,,0
5902,64,F,60-64,Senior,19,,,,0
5903,42,M,40-44,Middle,20,,,,0
5904,66,F,65-69,Elderly,21,,,,0
5905,55,F,50-54,Senior,22,,,,0
5906,62,M,60-64,Senior,23,,,,0
5907,64,F,60-64,Senior,24,,,,0
5908,62,F,60-64,Senior,25,,,,0
5909,48,M,45-49,Middle,26,,,,0
5910,80,F,70+,Elderly,27,,,,0
5911,65,F,60-64,Senior,28,,,,0
5912,37,F,35-39,Middle,29,,,,0
5913,50,F,45-49,Middle,30,,,,0
5914,53,F,50-54,Senior,1,,,,0
5915,22,F,20-24,Young,2,,,,0
5916,60,F,55-59,Senior,3,,,,0
5917,28,F,25-29,Young,4,,,,0
5918,25,M,20-24,Young,5,,,,0
5919,64,M,60-64,Senior,6,,,,0
5920,30,F,25-29,Young,7,,,,0
5921,60,F,55-59,Senior,8,,,,0
5922,65,M,60-64,Senior,9,,,,0
5923,28,M,25-29,Young,10,,,,0
5924,53,M,50-54,Senior,11,,,,0
5925,26,M,25-29,Young,12,,,,0
5926,56,M,55-59,Senior,13,,,,0
5927,25,F,20-24,Young,14,,,,0
5928,24,M,20-24,Young,15,,,,0
5929,39,M,35-39,Middle,16,,,,0
5930,47,M,45-49,Middle,17,,,,0
5931,23,M,20-24,Young,18,,,,0
5932,22,M,20-24,Young,19,,,,0
5933,59,F,55-59,Senior,20,,,,0
5934,53,F,50-54,Senior,21,,,,0
5935,60,F,55-59,Senior,22,,,,0
5936,58,F,55-59,Senior,23,,,,0
5937,62,M,60-64,Senior,24,,,,0
5938,55,M,50-54,Senior,25,,,,0
5939,46,F,45-49,Middle,26,,,,0
5940,57,F,55-59,Senior,27,,,,0
5941,59,M,55-59,Senior,28,,,,0
5942,52,F,50-54,Senior,29,,,,0
5943,53,F,50-54,Senior,30,,,,0
5944,39,M,35-39,Middle,1,,,,0
5945,65,F,60-64,Senior,2,,,,0
5946,70,F,65-69,Elderly,3,,,,0
5947,58,F,55-59,Senior,4,,,,0
5948,55,M,50-54,Senior,5,,,,0
5949,50,M,45-49,Middle,6,,,,0
5950,35,F,30-34,Young,7,,,,0
5951,52,M,50-54,Senior,8,,,,0
5952,65,M,60-64,Senior,9,,,,0
5953,52,F,50-54,Senior,10,,,,0
5954,61,M,60-64,Senior,11,,,,0
5955,71,F,70+,Elderly,12,,,,0
5956,34,F,30-34,Young,13,,,,0
5957,58,F,55-59,Senior,14,,,,0
5958,46,F,45-49,Middle,15,,,,0
5959,31,M,30-34,Young,16,,,,0
5960,64,M,60-64,Senior,17,,,,0
5961,48,F,45-49,Middle,18,,,,0
5962,68,F,65-69,Elderly,19,,,,0
5963,51,F,50-54,Senior,20,,,,0
5964,28,M,25-29,Young,21,,,,0
5965,68,F,65-69,Elderly,22,,,,0
5966,38,F,35-39,Middle,23,,,,0
5967,53,F,50-54,Senior,24,,,,0
5968,56,F,55-59,Senior,25,,,,0
5969,48,F,45-49,Middle,26,,,,0
5970,30,F,25-29,Young,27,,,,0
5971,63,F,60-64,Senior,28,,,,0
5972,47,F,45-49,Middle,29,,,,0
5973,57,F,55-59,Senior,30,,,,0
5974,39,F,35-39,Middle,1,,,,0
5975,31,F,30-34,Young,2,,,,0
5976,60,M,55-59,Senior,3,,,,0
5977,60,M,55-59,Senior,4,,,,0
5978,60,M,55-59,Senior,5,,,,0
5979,55,F,50-54,Senior,6,,,,0
5980,64,M,60-64,Senior,7,,,,0
5981,56,M,55-59,Senior,8,,,,0
5982,26,M,25-29,Young,9,,,,0
5983,54,M,50-54,Senior,10,,,,0
5984,71,F,70+,Elderly,11,,,,0
5985,24,M,20-24,Young,12,,,,0
5986,45,M,40-44,Middle,13,,,,0
5987,55,F,50-54,Senior,14,,,,0
5988,53,M,50-54,Senior,15,,,,0
5989,44,F,40-44,Middle,16,,,,0
5990,65,F,60-64,Senior,17,,,,0
5991,32,F,30-34,Young,18,,,,0
5992,54,M,50-54,Senior,19,,,,0
5993,73,F,70+,Elderly,20,,,,0
5994,25,F,20-24,Young,21,,,,0
5995,56,F,55-59,Senior,22,,,,0
5996,47,M,45-49,Middle,23,,,,0
5997,58,F,55-59,Senior,24,,,,0
5998,40,M,35-39,Middle,25,,,,0
5999,60,F,55-59,Senior,26,,,,0
6000,29,F,25-29,Young,27,,,,0
6001,44,F,40-44,Middle,28,,,,0
6002,60,F,55-59,Senior,29,,,,0
6003,60,M,55-59,Senior,30,,,,0
6004,51,M,50-54,Senior,1,,,,0
6005,56,F,55-59,Senior,2,,,,0
6006,27,F,25-29,Young,3,,,,0
6007,27,F,25-29,Young,4,,,,0
6008,30,M,25-29,Young,5,,,,0
6009,43,F,40-44,Middle,6,,,,0
6010,66,M,65-69,Elderly,7,,,,0
6011,59,M,55-59,Senior,8,,,,0
6012,44,M,40-44,Middle,9,,,,0
6013,70,F,65-69,Elderly,10,,,,0
6014,34,M,30-34,Young,11,,,,0
6015,55,F,50-54,Senior,12,,,,0
6016,74,F,70+,Elderly,13,,,,0
6017,66,F,65-69,Elderly,14,,,,0
6018,66,F,65-69,Elderly,15,,,,0
6019,44,F,40-44,Middle,16,,,,0
6020,25,F,20-24,Young,17,,,,0
6021,61,F,60-64,Senior,18,,,,0
6022,51,M,50-54,Senior,19,,,,0
6023,52,M,50-54,Senior,20,,,,0
6024,64,M,60-64,Senior,21,,,,0
6025,55,F,50-54,Senior,22,,,,0
6026,36,F,35-39,Middle,23,,,,0
6027,54,F,50-54,Senior,24,,,,0
6028,37,M,35-39,Middle,25,,,,0
6029,51,F,50-54,Senior,26,,,,0
6030,56,F,55-59,Senior,27,,,,0
6031,58,F,55-59,Senior,28,,,,0
6032,63,F,60-64,Senior,29,,,,0
6033,36,F,35-39,Middle,30,,,,0
6034,57,F,55-59,Senior,1,,,,0
6035,24,F,20-24,Young,2,,,,0
6036,46,F,45-49,Middle,3,,,,0
6037,55,F,50-54,Senior,4,,,,0
6038,47,M,45-49,Middle,5,,,,0
6039,65,F,60-64,Senior,6,,,,0
6040,43,M,40-44,Middle,7,,,,0
6041,46,F,45-49,Middle,8,,,,0
6042,60,F,55-59,Senior,9,,,,0
6043,48,F,45-49,Middle,10,,,,0
6044,47,F,45-49,Middle,11,,,,0
6045,33,F,30-34,Young,12,,,,0
6046,46,F,45-49,Middle,13,,,,0
6047,43,F,40-44,Middle,14,,,,0
6048,64,F,60-64,Senior,15,,,,0
6049,47,F,45-49,Middle,16,,,,0
6050,31,F,30-34,Young,17,,,,0
6051,55,F,50-54,Senior,18,,,,0
6052,37,F,35-39,Middle,19,,,,0
6053,27,F,25-29,Young,20,,,,0
6054,26,F,25-29,Young,21,,,,0
6055,61,M,60-64,Senior,22,,,,0
6056,66,M,65-69,Elderly,23,,,,0
6057,25,F,20-24,Young,24,,,,0
6058,36,M,35-39,Middle,25,,,,0
6059,34,F,30-34,Young,26,,,,0
6060,35,M,30-34,Young,27,,,,0
6061,48,M,45-49,Middle,28,,,,0
6062,43,M,40-44,Middle,29,,,,0
6063,46,F,45-49,Middle,30,,,,0
6064,49,F,45-49,Middle,1,,,,0
6065,33,F,30-34,Young,2,,,,0
6066,31,M,30-34,Young,3,,,,0
6067,57,M,55-59,Senior,4,,,,0
6068,60,F,55-59,Senior,5,,,,0
6069,34,F,30-34,Young,6,,,,0
6070,21,F,20-24,Young,7,,,,0
6071,31,F,30-34,Young,8,,,,0
6072,29,F,25-29,Young,9,,,,0
6073,62,M,60-64,Senior,10,,,,0
6074,42,F,40-44,Middle,11,,,,0
6075,49,M,45-49,Middle,12,,,,0
6076,59,F,55-59,Senior,13,,,,0
6077,45,F,40-44,Middle,14,,,,0
6078,54,F,50-54,Senior,15,,,,0
6079,56,F,55-59,Senior,16,,,,0
6080,55,F,50-54,Senior,17,,,,0
6081,38,F,35-39,Middle,18,,,,0
6082,38,F,35-39,Middle,19,,,,0
6083,54,F,50-54,Senior,20,,,,0
6084,32,M,30-34,Young,21,,,,0
6085,47,M,45-49,Middle,22,,,,0
6086,33,F,30-34,Young,23,,,,0
6087,29,F,25-29,Young,24,,,,0
6088,66,F,65-69,Elderly,25,,,,0
6089,36,F,35-39,Middle,26,,,,0
6090,39,M,35-39,Middle,27,,,,0
6091,70,M,65-69,Elderly,28,,,,0
6092,56,F,55-59,Senior,29,,,,0
6093,53,F,50-54,Senior,30,,,,0
6094,46,F,45-49,Middle,1,,,,0
6095,63,F,60-64,Senior,2,,,,0
6096,55,M,50-54,Senior,3,,,,0
6097,66,F,65-69,Elderly,4,,,,0
6098,60,F,55-59,Senior,5,,,,0
6099,41,M,40-44,Middle,6,,,,0
6100,25,F,20-24,Young,7,,,,0
6101,60,F,55-59,Senior,8,,,,0
6102,29,M,25-29,Young,9,,,,0
6103,35,M,30-34,Young,10,,,,0
6104,45,F,40-44,Middle,11,,,,0
6105,49,F,45-49,Middle,12,,,,0
6106,54,M,50-54,Senior,13,,,,0
6107,28,M,25-29,Young,14,,,,0
6108,51,F,50-54,Senior,15,,,,0
6109,75,F,70+,Elderly,16,,,,0
6110,65,M,60-64,Senior,17,,,,0
6111,48,F,45-49,Middle,18,,,,0
6112,35,M,30-34,Young,19,,,,0
6113,24,F,20-24,Young,20,,,,0
6114,67,F,65-69,Elderly,21,,,,0
6115,55,M,50-54,Senior,22,,,,0
6116,60,F,55-59,Senior,23,,,,0
6117,22,M,20-24,Young,24,,,,0
6118,27,F,25-29,Young,25,,,,0
6119,55,F,50-54,Senior,26,,,,0
6120,68,F,65-69,Elderly,27,,,,0
6121,55,F,50-54,Senior,28,,,,0
6122,27,F,25-29,Young,29,,,,0
6123,74,M,70+,Elderly,30,,,,0
6124,47,F,45-49,Middle,1,,,,0
6125,53,F,50-54,Senior,2,,,,0
6126,58,M,55-59,Senior,3,,,,0
6127,28,M,25-29,Young,4,,,,0
6128,64,F,60-64,Senior,5,,,,0
6129,54,M,50-54,Senior,6,,,,0
6130,65,M,60-64,Senior,7,,,,0
6131,61,F,60-64,Senior,8,,,,0
6132,27,F,25-29,Young,9,,,,0
6133,60,M,55-59,Senior,10,,,,0
6134,52,F,50-54,Senior,11,,,,0
6135,52,F,50-54,Senior,12,,,,0
6136,29,M,25-29,Young,13,,,,0
6137,61,F,60-64,Senior,14,,,,0
6138,31,F,30-34,Young,15,,,,0
6139,48,F,45-49,Middle,16,,,,0
6140,35,F,30-34,Young,17,,,,0
6141,57,F,55-59,Senior,18,,,,0
6142,68,F,65-69,Elderly,19,,,,0
6143,67,F,65-69,Elderly,20,,,,0
6144,72,F,70+,Elderly,21,,,,0
6145,31,F,30-34,Young,22,,,,0
6146,24,F,20-24,Young,23,,,,0
6147,60,F,55-59,Senior,24,,,,0
6148,35,F,30-34,Young,25,,,,0
6149,25,F,20-24,Young,26,,,,0
6150,62,F,60-64,Senior,27,,,,0
6151,40,F,35-39,Middle,28,,,,0
6152,25,F,20-24,Young,29,,,,0
6153,22,F,20-24,Young,30,,,,0
6154,55,M,50-54,Senior,1,,,,0
6155,49,M,45-49,Middle,2,,,,0
6156,65,F,60-64,Senior,3,,,,0
6157,58,M,55-59,Senior,4,,,,0
6158,68,F,65-69,Elderly,5,,,,0
6159,49,M,45-49,Middle,6,,,,0
6160,51,F,50-54,Senior,7,,,,0
6161,49,F,45-49,Middle,8,,,,0
6162,28,F,25-29,Young,9,,,,0
6163,50,F,45-49,Middle,10,,,,0
6164,30,M,25-29,Young,11,,,,0
6165,53,F,50-54,Senior,12,,,,0
6166,28,M,25-29,Young,13,,,,0
6167,61,F,60-64,Senior,14,,,,0
6168,44,F,40-44,Middle,15,,,,0
6169,28,F,25-29,Young,16,,,,0
6170,44,M,40-44,Middle,17,,,,0
6171,36,F,35-39,Middle,18,,,,0
6172,27,F,25-29,Young,19,,,,0
6173,24,F,20-24,Young,20,,,,0
6174,66,F,65-69,Elderly,21,,,,0
6175,40,F,35-39,Middle,22,,,,0
6176,31,M,30-34,Young,23,,,,0
6177,46,F,45-49,Middle,24,,,,0
6178,66,F,65-69,Elderly,25,,,,0
6179,34,M,30-34,Young,26,,,,0
6180,36,F,35-39,Middle,27,,,,0
6181,32,M,30-34,Young,28,,,,0
6182,33,F,30-34,Young,29,,,,0
6183,68,F,65-69,Elderly,30,,,,0
6184,65,F,60-64,Senior,1,,,,0
6185,60,F,55-59,Senior,2,,,,0
6186,52,F,50-54,Senior,3,,,,0
6187,48,F,45-49,Middle,4,,,,0
6188,27,M,25-29,Young,5,,,,0
6189,24,M,20-24,Young,6,,,,0
6190,62,F,60-64,Senior,7,,,,0
6191,55,F,50-54,Senior,8,,,,0
6192,54,F,50-54,Senior,9,,,,0
6193,49,F,45-49,Middle,10,,,,0
6194,43,F,40-44,Middle,11,,,,0
6195,64,F,60-64,Senior,12,,,,0
6196,58,M,55-59,Senior,13,,,,0
6197,41,F,40-44,Middle,14,,,,0
6198,30,F,25-29,Young,15,,,,0
6199,54,F,50-54,Senior,16,,,,0
6200,61,F,60-64,Senior,17,,,,0
6201,67,M,65-69,Elderly,18,,,,0
6202,49,M,45-49,Middle,19,,,,0
6203,67,F,65-69,Elderly,20,,,,0
6204,34,F,30-34,Young,21,,,,0
6205,69,M,65-69,Elderly,22,,,,0
6206,40,F,35-39,Middle,23,,,,0
6207,65,F,60-64,Senior,24,,,,0
6208,26,F,25-29,Young,25,,,,0
6209,24,F,20-24,Young,26,,,,0
6210,25,M,20-24,Young,27,,,,0
6211,24,F,20-24,Young,28,,,,0
6212,49,F,45-49,Middle,29,,,,0
6213,59,F,55-59,Senior,30,,,,0
6214,23,F,20-24,Young,1,,,,0
6215,28,F,25-29,Young,2,,,,0
6216,23,F,20-24,Young,3,,,,0
