location,prefecture,municipality,career,age_group,count,avg_age,avg_qualifications
京都府長岡京市,京都府,長岡京市,生活福祉文化学部保育専攻(大学)(2012年3月卒業),30代,1,35.0,4.0
京都府長岡京市,京都府,長岡京市,短期大学部仏教科(短期大学),40代,1,48.0,0.0
京都府長岡京市,京都府,長岡京市,社会学部社会福祉学科(1986年3月卒業),60代,1,60.0,2.0
京都府長岡京市,京都府,長岡京市,経済学部 経済学科(大学)(2007年3月卒業),40代,1,40.0,2.0
京都府長岡京市,京都府,長岡京市,週2日コースなし(その他)(2022年3月卒業見込み),20代,1,21.0,1.0
京都府長岡京市,京都府,長岡京市,食品科学科(高等学校)(2014年3月卒業),30代,1,30.0,0.0
京都府長岡京市,京都府,長岡京市,食物生活科学科管理栄養士専攻(大学)(2007年3月卒業),40代,1,41.0,3.0
京都府長岡京市,京都府,長岡京市,高卒認定予備校(2015年3月卒業),20代,1,26.0,3.0
佐賀県伊万里市,佐賀県,伊万里市,普通科(高等学校)(2009年3月卒業),30代,1,34.0,3.0
兵庫県たつの市,兵庫県,たつの市,経済学部経営学科(大学)(1971年3月卒業),70歳以上,1,76.0,3.0
兵庫県三田市,兵庫県,三田市,(高等学校),40代,1,41.0,2.0
兵庫県丹波市,兵庫県,丹波市,(専門学校)(2021年3月卒業),20代,1,26.0,1.0
兵庫県丹波市,兵庫県,丹波市,体育学部体育学科(大学)(2020年3月中退),20代,1,25.0,2.0
兵庫県丹波市,兵庫県,丹波市,医療福祉学部医療福祉学科(大学)(2013年3月卒業),30代,1,34.0,4.0
兵庫県丹波市,兵庫県,丹波市,情報処理学課(専門学校)(1987年3月卒業),50代,1,57.0,4.0
兵庫県丹波市,兵庫県,丹波市,社会福祉学部社会福祉学科児童福祉コース(大学)(2013年3月卒業),30代,1,34.0,8.0
兵庫県丹波市,兵庫県,丹波市,経済学部産業教育学科(大学)(2001年3月卒業),40代,1,48.0,3.0
兵庫県丹波篠山市,兵庫県,丹波篠山市,(高等学校),50代,1,51.0,2.0
兵庫県伊丹市,兵庫県,伊丹市,昼間部(1978年3月),60代,1,69.0,0.0
兵庫県加古川市,兵庫県,加古川市,看護科(専門学校)(1999年3月卒業),60代,1,65.0,5.0
兵庫県姫路市,兵庫県,姫路市,スポーツ健康科学研究科バイオメカニクス(大学院(修士))(2020年3月卒業),30代,1,38.0,2.0
兵庫県姫路市,兵庫県,姫路市,通信課なし(高等学校)(2021年5月中退),20代,1,23.0,0.0
兵庫県宝塚市,兵庫県,宝塚市,商学部経営学科(大学)(1996年3月卒業),50代,1,55.0,4.0
兵庫県小野市,兵庫県,小野市,普通科(高等学校)(1989年3月卒業),50代,1,54.0,4.0
兵庫県小野市,兵庫県,小野市,生活創造科(高等学校)(2016年3月卒業),20代,1,28.0,0.0
兵庫県尼崎市,兵庫県,尼崎市,(1985年3月卒業),50代,1,55.0,0.0
兵庫県尼崎市,兵庫県,尼崎市,人間学部人間関係学科社会福祉専攻(大学)(2020年3月卒業),20代,1,27.0,3.0
兵庫県尼崎市,兵庫県,尼崎市,鍼灸学部鍼灸学科アスレチックトレーナーコース(大学)(2009年3月卒業),30代,1,39.0,7.0
兵庫県川辺郡猪名川町,兵庫県,川辺郡猪名川町,普通科(高等学校)(2021年3月卒業),20代,1,23.0,0.0
兵庫県朝来市,兵庫県,朝来市,幼児教育保育学科生活福祉専攻(短期大学)(2024年3月卒業),20代,1,23.0,3.0
兵庫県淡路市,兵庫県,淡路市,幼児教育学科(短期大学)(2015年3月卒業),30代,1,31.0,2.0
兵庫県神戸市兵庫区,兵庫県,神戸市兵庫区,外国語学部英米語学科(大学)(2017年3月卒業),30代,1,31.0,0.0
兵庫県神戸市北区,兵庫県,神戸市北区,(高等学校),30代,1,32.0,2.0
兵庫県神戸市北区,兵庫県,神戸市北区,社会福祉学部臨床福祉心理学科(大学)(2015年3月卒業),30代,1,32.0,6.0
兵庫県神戸市垂水区,兵庫県,神戸市垂水区,社会福祉(大学)(2019年3月卒業),40代,1,41.0,4.0
兵庫県神戸市東灘区,兵庫県,神戸市東灘区,普通科(高等学校)(1996年3月卒業),40代,1,47.0,1.0
兵庫県神戸市長田区,兵庫県,神戸市長田区,学校教育研究科臨床心理学コース(大学院(修士))(2021年3月卒業),50代,1,50.0,5.0
兵庫県芦屋市,兵庫県,芦屋市,法学部法律学科(1995年3月卒業),50代,1,52.0,4.0
兵庫県西宮市,兵庫県,西宮市,商業科(1986年3月卒業),50代,1,58.0,1.0
兵庫県西宮市,兵庫県,西宮市,商業科(高等学校)(1986年3月卒業),50代,2,58.0,1.0
兵庫県西宮市,兵庫県,西宮市,衛生看護科(高等学校)(2014年3月卒業),20代,1,29.0,2.0
兵庫県豊岡市,兵庫県,豊岡市,普通科(高等学校)(2002年3月卒業),40代,1,41.0,0.0
北海道札幌市中央区,北海道,札幌市中央区,国際文化学部国際文化学科比較文化専攻(大学)(2000年3月卒業),40代,1,45.0,2.0
北海道札幌市西区,北海道,札幌市西区,総合学科福祉科(高等学校)(2020年3月卒業),20代,1,23.0,2.0
千葉県君津市,千葉県,君津市,(大学)(2011年3月卒業),30代,1,37.0,3.0
千葉県木更津市,千葉県,木更津市,(高等学校)(2016年6月),20代,1,26.0,1.0
千葉県香取郡東庄町,千葉県,香取郡東庄町,生活科(高等学校)(1996年3月卒業),40代,1,47.0,3.0
和歌山県和歌山市,和歌山県,和歌山市,文学部、歴史学科日本近代史(大学)(2022年3月卒業見込み),20代,1,26.0,1.0
和歌山県和歌山市,和歌山県,和歌山市,文学部史学科(大学)(2002年9月卒業),50代,1,52.0,3.0
和歌山県和歌山市,和歌山県,和歌山市,生活福祉文化学部生活福祉文化学科ソーシャルワーク領域主専攻(大学)(2013年9月卒業),30代,1,34.0,4.0
和歌山県和歌山市,和歌山県,和歌山市,経済学研究科市場環境学専攻(大学院(修士))(2010年3月卒業),30代,1,39.0,3.0
和歌山県有田郡有田川町,和歌山県,有田郡有田川町,看護科学(大学)(2011年5月卒業),30代,1,37.0,1.0
埼玉県さいたま市大宮区,埼玉県,さいたま市大宮区,人間福祉学研究科修士課程(大学院(修士))(2009年3月卒業),60代,1,61.0,3.0
埼玉県上尾市,埼玉県,上尾市,社会福祉科社会福祉(専門学校)(2011年3月卒業),40代,1,40.0,8.0
埼玉県川口市,埼玉県,川口市,経済学部経済学科(大学)(1982年3月卒業),60代,1,68.0,9.0
埼玉県春日部市,埼玉県,春日部市,(高等学校)(2022年3月卒業),20代,1,22.0,2.0
埼玉県熊谷市,埼玉県,熊谷市,介護福祉(専門学校)(2008年3月卒業),30代,1,37.0,2.0
大阪府三島郡島本町,大阪府,三島郡島本町,(高等学校),30代,1,30.0,2.0
大阪府三島郡島本町,大阪府,三島郡島本町,(高等専門学校)(1984年3月卒業),60代,1,62.0,1.0
大阪府三島郡島本町,大阪府,三島郡島本町,コミュニティケア科臨床福祉課程(専門学校),50代,1,57.0,2.0
大阪府三島郡島本町,大阪府,三島郡島本町,介護福祉士学科(専門学校),50代,1,56.0,1.0
大阪府三島郡島本町,大阪府,三島郡島本町,介護福祉士科(専門学校)(2015年3月卒業),30代,1,31.0,2.0
大阪府三島郡島本町,大阪府,三島郡島本町,普通科,50代,1,52.0,2.0
大阪府三島郡島本町,大阪府,三島郡島本町,福祉科介護(高等専門学校)(1998年3月卒業),40代,1,45.0,1.0
大阪府交野市,大阪府,交野市,(専門学校),60代,1,60.0,5.0
大阪府交野市,大阪府,交野市,社会福祉学部臨床福祉学科社会福祉学(大学)(2022年3月卒業),50代,1,54.0,4.0
大阪府八尾市,大阪府,八尾市,ホテル学科ホテルコース(専門学校)(2020年3月卒業),20代,1,25.0,3.0
大阪府八尾市,大阪府,八尾市,工学部土木工学科 生活科学部計画研究室 人間工学(大学)(1991年3月卒業),50代,1,58.0,2.0
大阪府吹田市,大阪府,吹田市,体育学部教職(1986年3月卒業),60代,1,63.0,0.0
大阪府吹田市,大阪府,吹田市,工学部土木工学科(大学)(1983年3月卒業),60代,1,65.0,1.0
大阪府吹田市,大阪府,吹田市,扇町高等学校人文学科(高等学校)(2004年3月卒業),30代,1,39.0,4.0
大阪府吹田市,大阪府,吹田市,整復科(専門学校)(2020年3月卒業),40代,1,49.0,1.0
大阪府四條畷市,大阪府,四條畷市,普通科普通科(1983年3月卒業),60代,1,60.0,1.0
大阪府堺市堺区,大阪府,堺市堺区,法経学部経済学科経済学(大学)(1996年3月卒業),50代,1,56.0,6.0
大阪府堺市堺区,大阪府,堺市堺区,生命環境学部アニマルサイエンス学科(大学)(2020年3月卒業),20代,1,28.0,5.0
大阪府堺市堺区,大阪府,堺市堺区,生活と福祉専攻(大学)(2009年3月卒業),50代,1,57.0,3.0
大阪府大東市,大阪府,大東市,普通科(高等学校)(1984年3月),70歳以上,1,73.0,1.0
大阪府大阪市中央区,大阪府,大阪市中央区,(大学),20代,1,28.0,0.0
大阪府大阪市中央区,大阪府,大阪市中央区,普通(高等学校),40代,1,42.0,1.0
大阪府大阪市住之江区,大阪府,大阪市住之江区,普通科(高等学校)(2015年3月卒業),30代,1,30.0,1.0
大阪府大阪市住之江区,大阪府,大阪市住之江区,第二看護学科(短期大学)(1982年3月),70歳以上,1,78.0,3.0
大阪府大阪市住吉区,大阪府,大阪市住吉区,(大学)(2003年3月卒業),40代,1,44.0,4.0
大阪府大阪市北区,大阪府,大阪市北区,法学部法学学科(大学)(2002年3月卒業),40代,1,46.0,1.0
大阪府大阪市北区,大阪府,大阪市北区,法学部法律学科(大学)(2004年3月卒業),40代,1,46.0,0.0
大阪府大阪市北区,大阪府,大阪市北区,法学部法律学科法律(大学)(2002年3月卒業),40代,1,46.0,1.0
大阪府大阪市北区,大阪府,大阪市北区,経済学部・経済学科(大学)(2011年3月卒業),30代,1,37.0,3.0
大阪府大阪市北区,大阪府,大阪市北区,英語科,50代,1,58.0,8.0
大阪府大阪市天王寺区,大阪府,大阪市天王寺区,(高等学校),50代,1,51.0,2.0
大阪府大阪市天王寺区,大阪府,大阪市天王寺区,普通科総合進学(高等学校)(1989年3月卒業),50代,1,54.0,3.0
大阪府大阪市平野区,大阪府,大阪市平野区,(その他)(1986年3月卒業),60代,1,60.0,4.0
大阪府大阪市平野区,大阪府,大阪市平野区,人文学部(大学)(2000年3月卒業),40代,1,49.0,4.0
大阪府大阪市平野区,大阪府,大阪市平野区,普通科(1986年3月卒業),50代,1,58.0,2.0
大阪府大阪市平野区,大阪府,大阪市平野区,看護学科看護(高等学校)(2019年4月卒業),20代,1,25.0,1.0
大阪府大阪市旭区,大阪府,大阪市旭区,ITビジネス学科(専門学校)(2019年3月卒業),20代,1,28.0,2.0
大阪府大阪市旭区,大阪府,大阪市旭区,介護介護(大学)(2022年3月卒業),30代,1,35.0,1.0
大阪府大阪市旭区,大阪府,大阪市旭区,法学部法律学科(大学)(2004年3月卒業),40代,1,44.0,4.0
大阪府大阪市東住吉区,大阪府,大阪市東住吉区,(高等学校)(2011年3月卒業),30代,1,33.0,3.0
大阪府大阪市東住吉区,大阪府,大阪市東住吉区,理学療法学科理学療法(専門学校)(1978年3月卒業),60代,1,69.0,1.0
大阪府大阪市東淀川区,大阪府,大阪市東淀川区,(大学),40代,1,42.0,5.0
大阪府大阪市東淀川区,大阪府,大阪市東淀川区,保育(専門学校),30代,1,32.0,4.0
大阪府大阪市東淀川区,大阪府,大阪市東淀川区,経済学部経営学科会計(大学)(1993年3月卒業),50代,1,59.0,9.0
大阪府大阪市浪速区,大阪府,大阪市浪速区,法学部・法律学科(1994年3月卒業),50代,1,56.0,5.0
大阪府大阪市淀川区,大阪府,大阪市淀川区,幼児保育学科(短期大学)(2023年3月卒業),20代,1,23.0,0.0
大阪府大阪市淀川区,大阪府,大阪市淀川区,普通科(高等学校)(2012年3月卒業),30代,1,31.0,1.0
大阪府大阪市港区,大阪府,大阪市港区,国際学部・国際文化学科(大学)(2005年3月卒業),40代,1,43.0,5.0
大阪府大阪市港区,大阪府,大阪市港区,法学部(大学)(1983年4月卒業),60代,1,65.0,4.0
大阪府大阪市西区,大阪府,大阪市西区,工学部応用化学科(大学)(1981年3月卒業),60代,1,62.0,0.0
大阪府大阪市西成区,大阪府,大阪市西成区,経済学部経済学科日本経済思想史(大学)(1997年3月卒業),50代,1,53.0,2.0
大阪府大阪市西淀川区,大阪府,大阪市西淀川区,高等学部高等理療科(高等専門学校)(2017年3月卒業),40代,1,44.0,1.0
大阪府大阪市都島区,大阪府,大阪市都島区,Life Science Endocrinology (大学院(修士))(2019年8月卒業),20代,1,29.0,6.0
大阪府大阪市都島区,大阪府,大阪市都島区,体育学部健康学科(大学)(2013年3月卒業),30代,1,35.0,3.0
大阪府大阪市都島区,大阪府,大阪市都島区,心理・福祉学部社会福祉学科(大学)(2020年10月中退),20代,1,25.0,2.0
大阪府大阪市都島区,大阪府,大阪市都島区,高等課程准看護師科(その他)(2008年3月卒業),50代,1,52.0,5.0
大阪府守口市,大阪府,守口市,(大学),30代,1,36.0,2.0
大阪府守口市,大阪府,守口市,スポーツ健康科学部スポーツ健康科学科スポーツ栄養学(大学)(2022年3月卒業),20代,1,25.0,3.0
大阪府守口市,大阪府,守口市,栄養士科(専門学校)(1999年3月卒業),40代,1,47.0,4.0
大阪府守口市,大阪府,守口市,美容科美容課程(専門学校)(1998年9月卒業),40代,1,46.0,3.0
大阪府富田林市,大阪府,富田林市,(その他),50代,1,58.0,2.0
大阪府富田林市,大阪府,富田林市,普通科関西美容理容専門学校卒(1974年3月卒業),50代,1,59.0,11.0
大阪府富田林市,大阪府,富田林市,経理科(高等学校)(1993年3月卒業),50代,1,51.0,2.0
大阪府寝屋川市,大阪府,寝屋川市,(1982年3月卒業),50代,1,59.0,2.0
大阪府寝屋川市,大阪府,寝屋川市,(その他)(1970年3月卒業),60代,1,65.0,1.0
大阪府寝屋川市,大阪府,寝屋川市,(専門学校)(2008年3月),50代,1,59.0,5.0
大阪府寝屋川市,大阪府,寝屋川市,医事課(専門学校)(1988年2月卒業),50代,1,57.0,5.0
大阪府寝屋川市,大阪府,寝屋川市,看護科看護師(専門学校)(2010年3月卒業),70歳以上,1,75.0,2.0
大阪府摂津市,大阪府,摂津市,日本語(その他)(2022年3月卒業),20代,1,23.0,0.0
大阪府東大阪市,大阪府,東大阪市,(その他),20代,1,24.0,1.0
大阪府東大阪市,大阪府,東大阪市,(専門学校)(2010年3月卒業),30代,1,36.0,3.0
大阪府東大阪市,大阪府,東大阪市,(高等専門学校)(2020年4月卒業),20代,1,23.0,1.0
大阪府東大阪市,大阪府,東大阪市,人文社会学部日本学科(大学)(2018年2月卒業),20代,1,29.0,1.0
大阪府東大阪市,大阪府,東大阪市,外国語学部フランス語学科フランス語(大学)(2019年3月卒業),20代,1,29.0,4.0
大阪府東大阪市,大阪府,東大阪市,情報処理科プログラマー(専門学校)(1982年3月卒業),60代,1,62.0,3.0
大阪府東大阪市,大阪府,東大阪市,普通科(高等学校)(1983年3月卒業),60代,1,60.0,3.0
大阪府東大阪市,大阪府,東大阪市,理数科(高等学校)(2012年3月卒業),30代,1,31.0,1.0
大阪府枚方市,大阪府,枚方市,(その他),40代,1,49.0,1.0
大阪府枚方市,大阪府,枚方市,(専門学校),40代,1,49.0,3.0
大阪府枚方市,大阪府,枚方市,(専門学校)(2002年3月卒業),40代,1,42.0,6.0
大阪府枚方市,大阪府,枚方市,(短期大学)(1980年3月卒業),60代,1,65.0,0.0
大阪府枚方市,大阪府,枚方市,(高等学校),20代,1,25.0,0.0
大阪府枚方市,大阪府,枚方市,(高等学校),30代,2,37.5,3.5
大阪府枚方市,大阪府,枚方市,(高等学校),40代,3,48.0,2.0
大阪府枚方市,大阪府,枚方市,(高等学校),50代,2,51.0,3.0
大阪府枚方市,大阪府,枚方市,(高等学校),60代,1,62.0,2.0
大阪府枚方市,大阪府,枚方市,(高等学校)(1994年3月卒業),50代,1,50.0,3.0
大阪府枚方市,大阪府,枚方市,(高等学校)(1998年3月卒業),40代,1,45.0,1.0
大阪府枚方市,大阪府,枚方市,(高等学校)(2004年3月卒業),30代,1,39.0,2.0
大阪府枚方市,大阪府,枚方市,(高等学校)(2009年3月卒業),30代,2,35.0,1.5
大阪府枚方市,大阪府,枚方市,デザイン学部(大学)(2010年3月卒業),30代,1,38.0,1.0
大阪府枚方市,大阪府,枚方市,ファッションスタイリスト学科(専門学校)(2004年3月卒業),40代,1,41.0,2.0
大阪府枚方市,大阪府,枚方市,人間総合学科幼児保育(短期大学)(2008年3月卒業),30代,1,37.0,4.0
大阪府枚方市,大阪府,枚方市,児童教育学科(1981年3月卒業),60代,1,64.0,2.0
大阪府枚方市,大阪府,枚方市,医用電子科(高等専門学校)(1990年3月卒業),50代,1,55.0,4.0
大阪府枚方市,大阪府,枚方市,商業科(高等学校)(1989年3月卒業),50代,1,54.0,4.0
大阪府枚方市,大阪府,枚方市,商業科(高等学校)(1993年3月卒業),50代,1,51.0,2.0
大阪府枚方市,大阪府,枚方市,商経学部・経営学科管理会計論(大学)(1995年3月卒業),50代,1,54.0,2.0
大阪府枚方市,大阪府,枚方市,国際英語学部(大学)(2010年3月卒業),30代,1,38.0,2.0
大阪府枚方市,大阪府,枚方市,国際観光旅行学科(専門学校)(1989年3月卒業),50代,1,56.0,1.0
大阪府枚方市,大阪府,枚方市,外国語学部英米語学科英語(大学)(2017年3月卒業),30代,1,31.0,3.0
大阪府枚方市,大阪府,枚方市,家庭科家庭科(高等学校)(1980年3月卒業),60代,1,63.0,5.0
大阪府枚方市,大阪府,枚方市,家政科(高等学校)(1992年3月卒業),50代,1,52.0,2.0
大阪府枚方市,大阪府,枚方市,文学部 教育学科心理学(大学)(1979年3月卒業),60代,1,68.0,2.0
大阪府枚方市,大阪府,枚方市,文学部史学科(大学),30代,1,36.0,1.0
大阪府枚方市,大阪府,枚方市,普通(高等学校)(1996年3月),40代,1,48.0,2.0
大阪府枚方市,大阪府,枚方市,普通科(1982年3月卒業),60代,1,61.0,1.0
大阪府枚方市,大阪府,枚方市,普通科(専門学校)(1992年3月卒業),50代,1,51.0,2.0
大阪府枚方市,大阪府,枚方市,普通科(高等学校)(1988年3月卒業),50代,1,56.0,3.0
大阪府枚方市,大阪府,枚方市,普通科(高等学校)(1998年3月卒業),40代,1,45.0,0.0
大阪府枚方市,大阪府,枚方市,普通科(高等学校)(2001年3月卒業),40代,1,42.0,1.0
大阪府枚方市,大阪府,枚方市,普通科(高等学校)(2022年2月卒業),20代,1,22.0,3.0
大阪府枚方市,大阪府,枚方市,普通科なし(高等学校)(1989年3月卒業),50代,1,54.0,3.0
大阪府枚方市,大阪府,枚方市,普通科普通コース(高等学校)(2004年3月卒業),40代,1,40.0,2.0
大阪府枚方市,大阪府,枚方市,普通科普通科(高等学校)(1985年3月卒業),50代,1,58.0,2.0
大阪府枚方市,大阪府,枚方市,機械工学科(高等専門学校)(1966年3月卒業),70歳以上,1,79.0,0.0
大阪府枚方市,大阪府,枚方市,法学部法律学科(大学)(2002年3月卒業),40代,1,45.0,0.0
大阪府枚方市,大阪府,枚方市,法学部法律学科被害者心理学(大学)(2010年4月卒業),30代,1,38.0,2.0
大阪府枚方市,大阪府,枚方市,特進1(高等学校)(2004年3月卒業),30代,1,39.0,2.0
大阪府枚方市,大阪府,枚方市,生物工学遺伝子工学(専門学校)(1989年3月卒業),50代,1,58.0,9.0
大阪府枚方市,大阪府,枚方市,社会体育(専門学校)(1997年3月卒業),40代,1,49.0,5.0
大阪府枚方市,大阪府,枚方市,社会学部 社会学科産業心理学専攻(大学)(1996年3月卒業),50代,1,52.0,15.0
大阪府枚方市,大阪府,枚方市,社会学部社会学(大学)(1985年3月卒業),60代,1,63.0,1.0
大阪府枚方市,大阪府,枚方市,社会福祉科社会福祉(大学)(1992年3月中退),50代,1,57.0,2.0
大阪府枚方市,大阪府,枚方市,福祉学科介護福祉コース(その他)(2014年3月卒業),30代,1,30.0,3.0
大阪府枚方市,大阪府,枚方市,福祉学科介護福祉コース(高等学校)(2016年3月卒業),20代,1,27.0,3.0
大阪府枚方市,大阪府,枚方市,経済学部経営学科(大学)(1985年3月卒業),60代,1,63.0,2.0
大阪府枚方市,大阪府,枚方市,経済学部経済学科(大学)(1998年3月卒業),50代,2,51.0,3.0
大阪府枚方市,大阪府,枚方市,総合学科(高等学校)(2013年3月卒業),30代,1,30.0,5.0
大阪府枚方市,大阪府,枚方市,臨床検査技師専門課程臨床検査(専門学校)(1987年3月卒業),50代,1,59.0,7.0
大阪府枚方市,大阪府,枚方市,言語聴覚学科(専門学校)(2023年3月卒業),20代,1,23.0,1.0
大阪府柏原市,大阪府,柏原市,社会福祉学部社会福祉学科介護コース(大学)(2022年3月卒業見込み),20代,1,26.0,2.0
大阪府河内長野市,大阪府,河内長野市,食品化学科(高等学校)(1991年3月卒業),50代,1,52.0,2.0
大阪府泉南市,大阪府,泉南市,人間福祉学科(短期大学)(2000年3月卒業),30代,1,39.0,1.0
大阪府箕面市,大阪府,箕面市,(高等学校)(2002年3月卒業),40代,1,41.0,2.0
大阪府箕面市,大阪府,箕面市,典薬コース(専門学校)(2016年3月卒業),60代,1,60.0,5.0
大阪府箕面市,大阪府,箕面市,普通科(高等学校)(1991年3月卒業),60代,1,66.0,4.0
大阪府箕面市,大阪府,箕面市,法文学部 法学科(1978年3月卒業),70歳以上,1,71.0,2.0
大阪府箕面市,大阪府,箕面市,経済学部経済学科(大学)(2019年3月卒業),20代,1,28.0,1.0
大阪府羽曳野市,大阪府,羽曳野市,(専門学校)(1997年3月中退),40代,1,49.0,2.0
大阪府羽曳野市,大阪府,羽曳野市,人間学部心理学科心理学(大学)(2007年3月卒業),40代,1,41.0,3.0
大阪府茨木市,大阪府,茨木市,化学工学科化学工学科(高等学校)(1974年3月卒業),60代,1,69.0,4.0
大阪府茨木市,大阪府,茨木市,医療心理科心理学部(高等専門学校)(2017年3月卒業),20代,1,29.0,8.0
大阪府茨木市,大阪府,茨木市,商経学部商学科(大学)(1992年3月中退),50代,1,56.0,7.0
大阪府茨木市,大阪府,茨木市,教育学部第二部・小学校教員養成五年課程(大学)(2005年3月卒業),40代,1,44.0,3.0
大阪府茨木市,大阪府,茨木市,現代ビジネス学部 経営学科(大学),20代,1,27.0,2.0
大阪府茨木市,大阪府,茨木市,看護看護(専門学校)(2018年3月卒業),20代,1,28.0,2.0
大阪府茨木市,大阪府,茨木市,経営情報学部経営情報学科(大学)(2004年3月卒業),40代,1,43.0,6.0
大阪府豊中市,大阪府,豊中市,経済学部 経済学科経済(大学)(1991年3月卒業),50代,1,56.0,12.0
大阪府豊中市,大阪府,豊中市,電気工学科コンピュータ工学(1977年3月卒業),70歳以上,1,71.0,7.0
大阪府門真市,大阪府,門真市,造形学科テキスタイル専攻(大学)(1982年9月卒業),60代,1,67.0,0.0
大阪府高槻市,大阪府,高槻市,(大学),40代,1,49.0,3.0
大阪府高槻市,大阪府,高槻市,(専門学校)(1990年3月卒業),50代,1,56.0,3.0
大阪府高槻市,大阪府,高槻市,(短期大学),40代,1,42.0,4.0
大阪府高槻市,大阪府,高槻市,(高等学校)(1993年4月卒業),50代,1,50.0,4.0
大阪府高槻市,大阪府,高槻市,トレース高等技術科トレース(専門学校)(1985年3月卒業),60代,1,61.0,5.0
大阪府高槻市,大阪府,高槻市,体育学部社会体育学科(大学)(2006年3月卒業),40代,1,43.0,3.0
大阪府高槻市,大阪府,高槻市,医療福祉科医療介護保険事務コース(専門学校)(2004年3月卒業),40代,1,49.0,3.0
大阪府高槻市,大阪府,高槻市,工学部金属工学科金属材料(1979年4月),70歳以上,1,70.0,1.0
大阪府高槻市,大阪府,高槻市,文学研究科臨床心理学(大学院(修士))(2017年3月卒業),60代,1,60.0,4.0
大阪府高槻市,大阪府,高槻市,普通科(高等学校)(1983年3月卒業),60代,1,61.0,2.0
大阪府高槻市,大阪府,高槻市,特になし特になし(専門学校)(2000年3月卒業),40代,1,46.0,1.0
大阪府高槻市,大阪府,高槻市,理学療法学科理学療法(専門学校)(1997年3月卒業),50代,1,58.0,2.0
大阪府高槻市,大阪府,高槻市,理工学部社会環境工学科(大学)(2006年3月卒業),40代,1,42.0,3.0
大阪府高槻市,大阪府,高槻市,看護学科(専門学校)(2017年3月卒業),30代,1,30.0,2.0
大阪府高槻市,大阪府,高槻市,社会福祉学部・社会福祉学科(大学),40代,1,47.0,3.0
奈良県五條市,奈良県,五條市,法学部(大学),50代,1,52.0,3.0
奈良県北葛城郡広陵町,奈良県,北葛城郡広陵町,歯科衛生士学科歯科衛生士専攻(専門学校)(1977年3月卒業),60代,1,67.0,3.0
奈良県北葛城郡王寺町,奈良県,北葛城郡王寺町,保健科歯科衛生士コース(短期大学)(1975年3月卒業),70歳以上,1,70.0,4.0
奈良県大和郡山市,奈良県,大和郡山市,(高等学校)(2019年11月卒業),20代,1,25.0,2.0
奈良県大和郡山市,奈良県,大和郡山市,准看護師(高等学校)(1971年3月卒業),70歳以上,1,70.0,2.0
奈良県大和郡山市,奈良県,大和郡山市,普通(高等学校)(1989年3月),50代,1,55.0,2.0
奈良県天理市,奈良県,天理市,(短期大学),50代,1,50.0,2.0
奈良県天理市,奈良県,天理市,1部(高等学校)(1990年2月卒業),50代,1,53.0,2.0
奈良県奈良市,奈良県,奈良市,(大学),50代,1,59.0,6.0
奈良県奈良市,奈良県,奈良市,(大学)(2021年3月卒業),60代,1,60.0,5.0
奈良県奈良市,奈良県,奈良市,(専門学校)(1990年3月卒業),50代,1,55.0,7.0
奈良県奈良市,奈良県,奈良市,(短期大学)(1995年3月卒業),50代,1,50.0,3.0
奈良県奈良市,奈良県,奈良市,(短期大学)(2001年3月卒業),40代,1,44.0,3.0
奈良県奈良市,奈良県,奈良市,(高等学校),40代,1,41.0,2.0
奈良県奈良市,奈良県,奈良市,(高等学校),50代,2,54.0,1.5
奈良県奈良市,奈良県,奈良市,(高等学校),60代,2,64.5,2.0
奈良県奈良市,奈良県,奈良市,(高等学校)(1985年3月卒業),50代,1,57.0,1.0
奈良県奈良市,奈良県,奈良市,(高等学校)(1996年3月卒業),40代,1,47.0,1.0
奈良県奈良市,奈良県,奈良市,Allied Health ScienceNursing(大学)(2017年12月卒業),30代,1,36.0,5.0
奈良県奈良市,奈良県,奈良市,A課程和裁(高等専門学校)(1981年3月中退),50代,1,59.0,0.0
奈良県奈良市,奈良県,奈良市,コンピューター科コンピューター科(専門学校)(1992年3月卒業),50代,1,55.0,6.0
奈良県奈良市,奈良県,奈良市,人間健康学科(短期大学)(2012年3月卒業),30代,1,33.0,5.0
奈良県奈良市,奈良県,奈良市,介護福祉科高齢福祉(専門学校)(1999年3月卒業),40代,1,46.0,3.0
奈良県奈良市,奈良県,奈良市,仏教福祉学科(大学)(2001年3月卒業),40代,1,47.0,3.0
奈良県奈良市,奈良県,奈良市,保健科(短期大学)(1999年3月卒業),40代,1,47.0,3.0
奈良県奈良市,奈良県,奈良市,健康科学部 心理学科 通信教育課程(大学)(2024年3月卒業),40代,1,48.0,2.0
奈良県奈良市,奈良県,奈良市,児童教育学科幼児教育学科(短期大学)(1980年3月卒業),60代,1,65.0,6.0
奈良県奈良市,奈良県,奈良市,児童教育学科情報教養コース(短期大学)(1991年3月卒業),50代,1,56.0,1.0
奈良県奈良市,奈良県,奈良市,商学部(大学)(1993年3月卒業),50代,1,54.0,2.0
奈良県奈良市,奈良県,奈良市,商業化(1978年3月卒業),60代,1,64.0,1.0
奈良県奈良市,奈良県,奈良市,商業科(高等学校)(1990年3月卒業),50代,1,53.0,2.0
奈良県奈良市,奈良県,奈良市,地域こども学科(短期大学)(2017年3月卒業),20代,1,28.0,1.0
奈良県奈良市,奈良県,奈良市,家庭生活学科食物栄養科(短期大学)(1987年3月卒業),50代,1,59.0,4.0
