ID,性別,年齢,年齢バケット,居住地_都道府県,居住地_市区町村,資格数,国家資格保有,就業状況
ID_5856,女性,50,50代,京都府,宇治市,0,無,就業中
ID_5857,女性,45,40代,京都府,京都市右京区,0,無,離職中
ID_5858,女性,55,50代,京都府,向日市,0,無,就業中
ID_5859,女性,55,50代,京都府,京都市伏見区,0,無,離職中
ID_5860,女性,59,50代,京都府,京都市伏見区,0,無,就業中
ID_5861,女性,62,60代,京都府,城陽市,0,無,就業中
ID_5862,男性,24,20代,京都府,相楽郡精華町,1,無,在学中
ID_5863,男性,62,60代,京都府,京都市伏見区,3,無,就業中
ID_5864,男性,36,30代,京都府,京都市左京区,1,無,離職中
ID_5865,男性,36,30代,京都府,京都市左京区,1,無,就業中
ID_5866,男性,29,20代,京都府,京都市左京区,0,無,離職中
ID_5867,男性,30,30代,京都府,京都市中京区,3,無,就業中
ID_5868,女性,45,40代,京都府,京都市伏見区,1,有,就業中
ID_5869,男性,36,30代,京都府,向日市,3,有,就業中
ID_5870,女性,36,30代,京都府,京都市伏見区,0,無,就業中
ID_5871,男性,85,70歳以上,奈良県,奈良市,2,無,就業中
ID_5872,男性,54,50代,京都府,相楽郡精華町,0,無,離職中
ID_5873,女性,34,30代,京都府,八幡市,0,無,就業中
ID_5874,男性,40,40代,京都府,京都市右京区,1,無,離職中
ID_5875,男性,21,20代,京都府,京都市東山区,0,無,在学中
ID_5876,女性,24,20代,京都府,舞鶴市,0,無,就業中
ID_5877,女性,53,50代,京都府,京都市右京区,1,有,就業中
ID_5878,女性,62,60代,京都府,京都市南区,4,有,就業中
ID_5879,女性,67,60代,京都府,京丹後市,1,有,就業中
ID_5880,女性,31,30代,京都府,京都市下京区,2,有,就業中
ID_5881,女性,42,40代,京都府,京都市伏見区,1,有,離職中
ID_5882,男性,52,50代,京都府,京都市伏見区,2,有,離職中
ID_5883,女性,23,20代,兵庫県,姫路市,0,無,離職中
ID_5884,女性,44,40代,京都府,城陽市,3,有,就業中
ID_5885,女性,57,50代,京都府,京都市山科区,2,無,離職中
ID_5886,男性,52,50代,京都府,京都市左京区,3,有,就業中
ID_5887,女性,54,50代,京都府,京都市右京区,2,無,就業中
ID_5888,女性,25,20代,京都府,京都市下京区,0,無,離職中
ID_5889,女性,55,50代,京都府,宇治市,0,無,就業中
ID_5890,男性,32,30代,京都府,京都市左京区,1,無,離職中
ID_5891,女性,41,40代,京都府,京都市南区,3,有,就業中
ID_5892,女性,47,40代,京都府,京都市左京区,3,無,離職中
ID_5893,女性,58,50代,京都府,舞鶴市,0,無,離職中
ID_5894,男性,38,30代,京都府,京都市上京区,0,無,就業中
ID_5895,女性,53,50代,京都府,京都市右京区,1,無,就業中
ID_5896,男性,40,40代,京都府,京都市右京区,1,無,離職中
ID_5897,男性,53,50代,京都府,京都市伏見区,1,無,就業中
ID_5898,男性,56,50代,京都府,向日市,4,有,就業中
ID_5899,女性,30,30代,京都府,舞鶴市,1,無,就業中
ID_5900,男性,35,30代,京都府,京都市右京区,0,無,就業中
ID_5901,男性,36,30代,京都府,京都市左京区,1,無,就業中
ID_5902,女性,64,60代,滋賀県,大津市,3,無,就業中
ID_5903,男性,42,40代,京都府,木津川市,1,無,就業中
ID_5904,女性,66,60代,京都府,京都市左京区,1,無,就業中
ID_5905,女性,55,50代,京都府,京都市右京区,0,無,就業中
ID_5906,男性,62,60代,京都府,京都市中京区,0,無,就業中
ID_5907,女性,64,60代,京都府,京都市右京区,0,無,就業中
ID_5908,女性,62,60代,京都府,長岡京市,2,無,就業中
ID_5909,男性,48,40代,京都府,京都市中京区,0,無,離職中
ID_5910,女性,80,70歳以上,京都府,京都市北区,1,無,就業中
ID_5911,女性,65,60代,京都府,京都市右京区,1,有,離職中
ID_5912,女性,37,30代,京都府,京都市山科区,1,無,就業中
ID_5913,女性,50,50代,熊本県,水俣市,2,有,就業中
ID_5914,女性,53,50代,京都府,京都市北区,0,無,就業中
ID_5915,女性,22,20代,京都府,京都市伏見区,0,無,離職中
ID_5916,女性,60,60代,京都府,相楽郡精華町,1,無,離職中
ID_5917,女性,28,20代,京都府,宇治市,1,有,就業中
ID_5918,男性,25,20代,京都府,京都市伏見区,0,無,在学中
ID_5919,男性,64,60代,京都府,京都市伏見区,1,無,就業中
ID_5920,女性,30,30代,京都府,京都市左京区,0,無,離職中
ID_5921,女性,60,60代,京都府,京丹後市,1,無,離職中
ID_5922,男性,65,60代,京都府,京都市左京区,1,無,就業中
ID_5923,男性,28,20代,石川県,加賀市,1,有,離職中
ID_5924,男性,53,50代,京都府,京都市南区,0,無,就業中
ID_5925,男性,26,20代,滋賀県,大津市,2,無,在学中
ID_5926,男性,56,50代,京都府,京都市右京区,1,無,就業中
ID_5927,女性,25,20代,愛媛県,松山市,3,有,離職中
ID_5928,男性,24,20代,京都府,京都市西京区,1,無,在学中
ID_5929,男性,39,30代,大阪府,枚方市,2,無,就業中
ID_5930,男性,47,40代,京都府,京都市中京区,0,無,離職中
ID_5931,男性,23,20代,京都府,亀岡市,0,無,就業中
ID_5932,男性,22,20代,京都府,木津川市,0,無,離職中
ID_5933,女性,59,50代,京都府,京都市西京区,2,無,就業中
ID_5934,女性,53,50代,京都府,城陽市,3,有,就業中
ID_5935,女性,60,60代,京都府,京都市山科区,0,無,就業中
ID_5936,女性,58,50代,京都府,長岡京市,0,無,就業中
ID_5937,男性,62,60代,京都府,京都市右京区,1,無,離職中
ID_5938,男性,55,50代,京都府,京都市伏見区,0,無,就業中
ID_5939,女性,46,40代,大阪府,泉南市,4,有,就業中
ID_5940,女性,57,50代,京都府,京都市右京区,0,無,就業中
ID_5941,男性,59,50代,京都府,京都市伏見区,0,無,離職中
ID_5942,女性,52,50代,京都府,京都市右京区,0,無,離職中
ID_5943,女性,53,50代,京都府,京都市南区,1,無,就業中
ID_5944,男性,39,30代,京都府,京都市山科区,0,無,就業中
ID_5945,女性,65,60代,京都府,京都市山科区,1,無,就業中
ID_5946,女性,70,70歳以上,京都府,京都市伏見区,3,無,就業中
ID_5947,女性,58,50代,京都府,城陽市,1,無,離職中
ID_5948,男性,55,50代,京都府,京都市伏見区,2,有,就業中
ID_5949,男性,50,50代,京都府,京都市伏見区,2,無,就業中
ID_5950,女性,35,30代,京都府,京都市山科区,1,有,就業中
ID_5951,男性,52,50代,京都府,京都市伏見区,3,無,離職中
ID_5952,男性,65,60代,京都府,宇治市,2,無,就業中
ID_5953,女性,52,50代,滋賀県,大津市,3,有,離職中
ID_5954,男性,61,60代,京都府,京都市左京区,1,無,離職中
ID_5955,女性,71,70歳以上,京都府,京都市下京区,1,無,就業中
ID_5956,女性,34,30代,滋賀県,大津市,3,無,離職中
ID_5957,女性,58,50代,京都府,京都市山科区,1,無,離職中
ID_5958,女性,46,40代,大阪府,高槻市,1,無,離職中
ID_5959,男性,31,30代,京都府,京丹後市,1,無,就業中
ID_5960,男性,64,60代,京都府,京都市左京区,2,無,離職中
ID_5961,女性,48,40代,京都府,八幡市,1,無,就業中
ID_5962,女性,68,60代,京都府,八幡市,0,無,就業中
ID_5963,女性,51,50代,京都府,京都市右京区,0,無,就業中
ID_5964,男性,28,20代,京都府,京都市伏見区,1,有,就業中
ID_5965,女性,68,60代,京都府,宇治市,1,有,就業中
ID_5966,女性,38,30代,京都府,京都市右京区,0,無,就業中
ID_5967,女性,53,50代,京都府,京都市北区,3,有,就業中
ID_5968,女性,56,50代,京都府,亀岡市,2,有,就業中
ID_5969,女性,48,40代,京都府,京都市伏見区,1,有,離職中
ID_5970,女性,30,30代,京都府,京都市右京区,0,無,離職中
ID_5971,女性,63,60代,京都府,京都市西京区,0,無,就業中
ID_5972,女性,47,40代,京都府,京田辺市,0,無,離職中
ID_5973,女性,57,50代,京都府,京都市西京区,0,無,離職中
ID_5974,女性,39,30代,京都府,京都市山科区,1,無,離職中
ID_5975,女性,31,30代,京都府,八幡市,2,無,離職中
ID_5976,男性,60,60代,京都府,京都市東山区,0,無,離職中
ID_5977,男性,60,60代,京都府,京都市西京区,1,無,就業中
ID_5978,男性,60,60代,滋賀県,大津市,1,無,離職中
ID_5979,女性,55,50代,滋賀県,草津市,2,有,就業中
ID_5980,男性,64,60代,京都府,相楽郡南山城村,0,無,離職中
ID_5981,男性,56,50代,京都府,向日市,1,無,離職中
ID_5982,男性,26,20代,京都府,京都市左京区,1,無,就業中
ID_5983,男性,54,50代,京都府,宇治市,1,無,就業中
ID_5984,女性,71,70歳以上,京都府,京都市北区,0,無,就業中
ID_5985,男性,24,20代,京都府,亀岡市,0,無,就業中
ID_5986,男性,45,40代,滋賀県,大津市,2,無,就業中
ID_5987,女性,55,50代,京都府,京都市伏見区,0,無,就業中
ID_5988,男性,53,50代,京都府,福知山市,0,無,離職中
ID_5989,女性,44,40代,京都府,京都市左京区,2,有,離職中
ID_5990,女性,65,60代,京都府,京都市山科区,1,無,就業中
ID_5991,女性,32,30代,京都府,綾部市,2,有,就業中
ID_5992,男性,54,50代,京都府,宇治市,1,無,就業中
ID_5993,女性,73,70歳以上,京都府,木津川市,0,無,離職中
ID_5994,女性,25,20代,京都府,京都市左京区,0,無,就業中
ID_5995,女性,56,50代,京都府,京都市右京区,0,無,離職中
ID_5996,男性,47,40代,京都府,京都市中京区,0,無,就業中
ID_5997,女性,58,50代,京都府,亀岡市,1,有,就業中
ID_5998,男性,40,40代,京都府,京都市中京区,0,無,離職中
ID_5999,女性,60,60代,大阪府,大阪市平野区,4,有,就業中
ID_6000,女性,29,20代,京都府,京都市北区,0,無,就業中
ID_6001,女性,44,40代,京都府,京都市南区,0,無,離職中
ID_6002,女性,60,60代,京都府,京都市右京区,0,無,就業中
ID_6003,男性,60,60代,京都府,京都市伏見区,0,無,離職中
ID_6004,男性,51,50代,京都府,宇治市,1,無,就業中
ID_6005,女性,56,50代,京都府,京都市北区,2,無,就業中
ID_6006,女性,27,20代,京都府,京都市右京区,1,無,就業中
ID_6007,女性,27,20代,京都府,京田辺市,1,無,就業中
ID_6008,男性,30,30代,京都府,京都市西京区,1,無,就業中
ID_6009,女性,43,40代,京都府,綾部市,1,無,就業中
ID_6010,男性,66,60代,京都府,京都市下京区,1,無,就業中
ID_6011,男性,59,50代,京都府,京都市右京区,0,無,就業中
ID_6012,男性,44,40代,京都府,京都市伏見区,1,無,離職中
ID_6013,女性,70,70歳以上,京都府,京都市西京区,1,有,就業中
ID_6014,男性,34,30代,京都府,京都市伏見区,1,無,就業中
ID_6015,女性,55,50代,京都府,城陽市,1,無,就業中
ID_6016,女性,74,70歳以上,京都府,京田辺市,0,無,就業中
ID_6017,女性,66,60代,京都府,木津川市,2,有,就業中
ID_6018,女性,66,60代,京都府,舞鶴市,0,無,就業中
ID_6019,女性,44,40代,京都府,乙訓郡大山崎町,0,無,離職中
ID_6020,女性,25,20代,京都府,京都市中京区,1,有,就業中
ID_6021,女性,61,60代,京都府,京都市山科区,0,無,就業中
ID_6022,男性,51,50代,京都府,京都市伏見区,3,有,離職中
ID_6023,男性,52,50代,京都府,福知山市,0,無,就業中
ID_6024,男性,64,60代,京都府,相楽郡南山城村,2,無,離職中
ID_6025,女性,55,50代,京都府,京丹後市,1,無,離職中
ID_6026,女性,36,30代,京都府,京都市西京区,2,有,就業中
ID_6027,女性,54,50代,京都府,宇治市,2,無,離職中
ID_6028,男性,37,30代,京都府,京都市伏見区,2,無,就業中
ID_6029,女性,51,50代,京都府,木津川市,3,無,就業中
ID_6030,女性,56,50代,大阪府,枚方市,2,無,就業中
ID_6031,女性,58,50代,大阪府,枚方市,1,無,就業中
ID_6032,女性,63,60代,京都府,京都市伏見区,1,無,就業中
ID_6033,女性,36,30代,京都府,京都市中京区,2,有,就業中
ID_6034,女性,57,50代,京都府,京都市伏見区,0,無,就業中
ID_6035,女性,24,20代,京都府,京田辺市,1,無,離職中
ID_6036,女性,46,40代,京都府,京都市南区,0,無,離職中
ID_6037,女性,55,50代,京都府,京都市伏見区,2,有,就業中
ID_6038,男性,47,40代,京都府,京都市下京区,1,無,就業中
ID_6039,女性,65,60代,京都府,京都市山科区,1,無,就業中
ID_6040,男性,43,40代,京都府,京都市西京区,0,無,就業中
ID_6041,女性,46,40代,京都府,相楽郡南山城村,1,無,離職中
ID_6042,女性,60,60代,京都府,京都市伏見区,0,無,離職中
ID_6043,女性,48,40代,京都府,京都市伏見区,0,無,就業中
ID_6044,女性,47,40代,京都府,京都市右京区,2,無,離職中
ID_6045,女性,33,30代,京都府,京都市西京区,4,有,離職中
ID_6046,女性,46,40代,京都府,相楽郡南山城村,0,無,離職中
ID_6047,女性,43,40代,京都府,京都市西京区,2,無,離職中
ID_6048,女性,64,60代,京都府,向日市,1,無,就業中
ID_6049,女性,47,40代,京都府,京都市山科区,2,有,就業中
ID_6050,女性,31,30代,京都府,京丹後市,0,無,就業中
ID_6051,女性,55,50代,京都府,京都市山科区,0,無,離職中
ID_6052,女性,37,30代,京都府,京都市西京区,1,無,離職中
ID_6053,女性,27,20代,大阪府,高槻市,1,無,離職中
ID_6054,女性,26,20代,京都府,京都市下京区,1,無,就業中
ID_6055,男性,61,60代,京都府,京都市左京区,2,無,離職中
ID_6056,男性,66,60代,京都府,京都市伏見区,2,無,離職中
ID_6057,女性,25,20代,京都府,京都市北区,0,無,在学中
ID_6058,男性,36,30代,京都府,宇治市,0,無,就業中
ID_6059,女性,34,30代,京都府,宇治市,2,有,就業中
ID_6060,男性,35,30代,京都府,京都市中京区,2,有,就業中
ID_6061,男性,48,40代,京都府,京都市西京区,2,有,就業中
ID_6062,男性,43,40代,京都府,福知山市,3,有,就業中
ID_6063,女性,46,40代,京都府,京都市西京区,2,有,就業中
ID_6064,女性,49,40代,大阪府,茨木市,0,無,就業中
ID_6065,女性,33,30代,京都府,京都市西京区,3,有,離職中
ID_6066,男性,31,30代,東京都,江戸川区,2,無,離職中
ID_6067,男性,57,50代,京都府,京都市上京区,2,無,就業中
ID_6068,女性,60,60代,京都府,京都市上京区,1,有,就業中
ID_6069,女性,34,30代,京都府,宇治市,0,無,就業中
ID_6070,女性,21,20代,京都府,京都市西京区,0,無,在学中
ID_6071,女性,31,30代,京都府,京都市山科区,0,無,就業中
ID_6072,女性,29,20代,京都府,城陽市,1,無,就業中
ID_6073,男性,62,60代,京都府,亀岡市,2,無,就業中
ID_6074,女性,42,40代,京都府,八幡市,2,有,就業中
ID_6075,男性,49,40代,京都府,京都市山科区,0,無,就業中
ID_6076,女性,59,50代,京都府,京都市山科区,2,無,離職中
ID_6077,女性,45,40代,京都府,京都市東山区,0,無,就業中
ID_6078,女性,54,50代,滋賀県,大津市,2,無,就業中
ID_6079,女性,56,50代,京都府,京都市山科区,0,無,就業中
ID_6080,女性,55,50代,京都府,京都市山科区,2,無,離職中
ID_6081,女性,38,30代,京都府,八幡市,0,無,離職中
ID_6082,女性,38,30代,京都府,京都市西京区,1,無,離職中
ID_6083,女性,54,50代,京都府,乙訓郡大山崎町,3,有,就業中
ID_6084,男性,32,30代,京都府,京都市下京区,1,有,就業中
ID_6085,男性,47,40代,兵庫県,丹波市,3,有,就業中
ID_6086,女性,33,30代,京都府,南丹市,1,無,離職中
ID_6087,女性,29,20代,京都府,京都市東山区,0,無,就業中
ID_6088,女性,66,60代,京都府,京都市西京区,1,有,就業中
ID_6089,女性,36,30代,京都府,京都市山科区,0,無,就業中
ID_6090,男性,39,30代,京都府,京都市山科区,0,無,在学中
ID_6091,男性,70,70歳以上,京都府,京都市右京区,2,無,離職中
ID_6092,女性,56,50代,京都府,京都市伏見区,2,有,就業中
ID_6093,女性,53,50代,滋賀県,草津市,2,有,離職中
ID_6094,女性,46,40代,京都府,京都市上京区,1,無,就業中
ID_6095,女性,63,60代,京都府,京都市右京区,1,無,就業中
ID_6096,男性,55,50代,京都府,京都市山科区,0,無,離職中
ID_6097,女性,66,60代,京都府,福知山市,1,無,離職中
ID_6098,女性,60,60代,京都府,長岡京市,2,有,就業中
ID_6099,男性,41,40代,京都府,京都市山科区,0,無,就業中
ID_6100,女性,25,20代,京都府,京都市伏見区,1,有,在学中
ID_6101,女性,60,60代,京都府,向日市,0,無,就業中
ID_6102,男性,29,20代,福井県,敦賀市,1,有,就業中
ID_6103,男性,35,30代,京都府,八幡市,2,有,離職中
ID_6104,女性,45,40代,京都府,京都市伏見区,0,無,就業中
ID_6105,女性,49,40代,京都府,京田辺市,0,無,就業中
ID_6106,男性,54,50代,京都府,宇治市,1,無,就業中
ID_6107,男性,28,20代,京都府,福知山市,0,無,就業中
ID_6108,女性,51,50代,京都府,京都市伏見区,1,無,就業中
ID_6109,女性,75,70歳以上,京都府,京都市右京区,2,無,離職中
ID_6110,男性,65,60代,京都府,京都市山科区,2,無,就業中
ID_6111,女性,48,40代,京都府,向日市,0,無,就業中
ID_6112,男性,35,30代,京都府,京都市西京区,1,無,就業中
ID_6113,女性,24,20代,京都府,京都市南区,0,無,在学中
ID_6114,女性,67,60代,京都府,京都市西京区,0,無,就業中
ID_6115,男性,55,50代,京都府,宇治市,1,無,離職中
ID_6116,女性,60,60代,京都府,京都市伏見区,1,有,離職中
ID_6117,男性,22,20代,京都府,京都市上京区,0,無,在学中
ID_6118,女性,27,20代,京都府,京都市右京区,0,無,就業中
ID_6119,女性,55,50代,京都府,京都市山科区,1,無,就業中
ID_6120,女性,68,60代,京都府,京都市中京区,1,無,離職中
ID_6121,女性,55,50代,京都府,京都市右京区,1,無,就業中
ID_6122,女性,27,20代,京都府,京都市右京区,0,無,就業中
ID_6123,男性,74,70歳以上,京都府,京都市西京区,2,無,就業中
ID_6124,女性,47,40代,京都府,宇治市,2,有,就業中
ID_6125,女性,53,50代,京都府,京田辺市,2,有,就業中
ID_6126,男性,58,50代,兵庫県,西宮市,1,無,離職中
ID_6127,男性,28,20代,京都府,京都市上京区,1,無,離職中
ID_6128,女性,64,60代,京都府,京都市山科区,0,無,離職中
ID_6129,男性,54,50代,京都府,京都市右京区,1,無,離職中
ID_6130,男性,65,60代,滋賀県,米原市,1,有,就業中
ID_6131,女性,61,60代,京都府,京都市中京区,0,無,離職中
ID_6132,女性,27,20代,京都府,宇治市,1,無,離職中
ID_6133,男性,60,60代,京都府,京都市左京区,0,無,離職中
ID_6134,女性,52,50代,大阪府,高槻市,0,無,離職中
ID_6135,女性,52,50代,京都府,京都市山科区,2,無,離職中
ID_6136,男性,29,20代,福井県,敦賀市,0,無,就業中
ID_6137,女性,61,60代,京都府,京都市東山区,0,無,就業中
ID_6138,女性,31,30代,京都府,京都市北区,1,無,就業中
ID_6139,女性,48,40代,京都府,京都市上京区,0,無,就業中
ID_6140,女性,35,30代,京都府,向日市,1,無,就業中
ID_6141,女性,57,50代,京都府,京都市山科区,1,無,離職中
ID_6142,女性,68,60代,京都府,船井郡京丹波町,1,無,就業中
ID_6143,女性,67,60代,京都府,京都市北区,1,有,就業中
ID_6144,女性,72,70歳以上,京都府,京都市右京区,2,無,就業中
ID_6145,女性,31,30代,京都府,京都市左京区,0,無,離職中
ID_6146,女性,24,20代,京都府,福知山市,0,無,就業中
ID_6147,女性,60,60代,京都府,京都市北区,1,無,就業中
ID_6148,女性,35,30代,京都府,京都市南区,0,無,就業中
ID_6149,女性,25,20代,京都府,京丹後市,0,無,離職中
ID_6150,女性,62,60代,京都府,京都市山科区,6,有,就業中
ID_6151,女性,40,40代,京都府,向日市,1,有,就業中
ID_6152,女性,25,20代,京都府,京丹後市,1,無,離職中
ID_6153,女性,22,20代,京都府,京都市右京区,0,無,離職中
ID_6154,男性,55,50代,京都府,宇治市,0,無,就業中
ID_6155,男性,49,40代,京都府,福知山市,0,無,就業中
ID_6156,女性,65,60代,京都府,相楽郡精華町,0,無,就業中
ID_6157,男性,58,50代,京都府,京都市中京区,0,無,就業中
ID_6158,女性,68,60代,京都府,乙訓郡大山崎町,1,無,離職中
ID_6159,男性,49,40代,京都府,木津川市,3,有,就業中
ID_6160,女性,51,50代,京都府,京都市西京区,2,無,就業中
ID_6161,女性,49,40代,京都府,亀岡市,0,無,就業中
ID_6162,女性,28,20代,京都府,京都市伏見区,0,無,就業中
ID_6163,女性,50,50代,京都府,乙訓郡大山崎町,0,無,就業中
ID_6164,男性,30,30代,京都府,京都市山科区,0,無,就業中
ID_6165,女性,53,50代,京都府,舞鶴市,1,無,離職中
ID_6166,男性,28,20代,京都府,京都市西京区,0,無,離職中
ID_6167,女性,61,60代,京都府,宇治市,0,無,就業中
ID_6168,女性,44,40代,京都府,宮津市,0,無,就業中
ID_6169,女性,28,20代,京都府,京都市右京区,0,無,離職中
ID_6170,男性,44,40代,京都府,京都市右京区,1,無,離職中
ID_6171,女性,36,30代,京都府,宇治市,1,無,在学中
ID_6172,女性,27,20代,京都府,京田辺市,2,無,離職中
ID_6173,女性,24,20代,京都府,京都市西京区,1,無,在学中
ID_6174,女性,66,60代,奈良県,奈良市,2,無,就業中
ID_6175,女性,40,40代,京都府,木津川市,0,無,離職中
ID_6176,男性,31,30代,京都府,京都市上京区,0,無,離職中
ID_6177,女性,46,40代,京都府,京都市右京区,1,無,就業中
ID_6178,女性,66,60代,京都府,京都市山科区,1,無,就業中
ID_6179,男性,34,30代,京都府,京都市右京区,1,有,就業中
ID_6180,女性,36,30代,京都府,京都市北区,0,無,就業中
ID_6181,男性,32,30代,京都府,八幡市,2,有,就業中
ID_6182,女性,33,30代,京都府,南丹市,0,無,就業中
ID_6183,女性,68,60代,京都府,京都市伏見区,2,無,就業中
ID_6184,女性,65,60代,兵庫県,加古川市,5,有,就業中
ID_6185,女性,60,60代,京都府,亀岡市,0,無,就業中
ID_6186,女性,52,50代,京都府,京都市左京区,0,無,就業中
ID_6187,女性,48,40代,京都府,亀岡市,1,無,就業中
ID_6188,男性,27,20代,京都府,八幡市,1,無,離職中
ID_6189,男性,24,20代,京都府,相楽郡和束町,1,無,在学中
ID_6190,女性,62,60代,京都府,京都市伏見区,1,無,離職中
ID_6191,女性,55,50代,京都府,京都市伏見区,4,有,就業中
ID_6192,女性,54,50代,京都府,京都市右京区,0,無,就業中
ID_6193,女性,49,40代,京都府,城陽市,3,無,就業中
ID_6194,女性,43,40代,京都府,京都市左京区,1,無,離職中
ID_6195,女性,64,60代,京都府,京都市伏見区,1,有,就業中
ID_6196,男性,58,50代,京都府,京都市伏見区,0,無,就業中
ID_6197,女性,41,40代,滋賀県,東近江市,1,無,就業中
ID_6198,女性,30,30代,京都府,京都市山科区,0,無,離職中
ID_6199,女性,54,50代,京都府,京都市右京区,0,無,就業中
ID_6200,女性,61,60代,京都府,京都市山科区,1,有,就業中
ID_6201,男性,67,60代,京都府,京都市下京区,1,無,離職中
ID_6202,男性,49,40代,滋賀県,大津市,1,有,就業中
ID_6203,女性,67,60代,京都府,京都市南区,0,無,就業中
ID_6204,女性,34,30代,京都府,京都市右京区,0,無,離職中
ID_6205,男性,69,60代,京都府,木津川市,0,無,就業中
ID_6206,女性,40,40代,京都府,京都市右京区,0,無,就業中
ID_6207,女性,65,60代,京都府,京都市南区,3,有,離職中
ID_6208,女性,26,20代,滋賀県,守山市,1,無,在学中
ID_6209,女性,24,20代,京都府,,0,無,在学中
ID_6210,男性,25,20代,京都府,京都市山科区,0,無,在学中
ID_6211,女性,24,20代,京都府,長岡京市,0,無,離職中
ID_6212,女性,49,40代,京都府,京丹後市,0,無,就業中
ID_6213,女性,59,50代,京都府,木津川市,0,無,就業中
ID_6214,女性,23,20代,京都府,亀岡市,0,無,在学中
ID_6215,女性,28,20代,京都府,京都市伏見区,1,無,就業中
ID_6216,女性,23,20代,京都府,京都市右京区,0,無,離職中
ID_6217,女性,45,40代,京都府,,0,無,就業中
ID_6218,女性,42,40代,京都府,久世郡久御山町,1,無,在学中
ID_6219,男性,33,30代,京都府,京都市山科区,0,無,就業中
ID_6220,女性,53,50代,京都府,京都市伏見区,1,無,就業中
ID_6221,男性,25,20代,大阪府,堺市南区,1,無,在学中
ID_6222,女性,52,50代,京都府,城陽市,0,無,離職中
ID_6223,女性,47,40代,京都府,京都市山科区,2,無,離職中
ID_6224,男性,34,30代,京都府,京都市伏見区,1,有,就業中
ID_6225,女性,57,50代,京都府,南丹市,1,無,就業中
ID_6226,女性,59,50代,京都府,京都市伏見区,1,無,離職中
ID_6227,女性,48,40代,京都府,京都市西京区,0,無,就業中
ID_6228,女性,58,50代,京都府,福知山市,1,無,離職中
ID_6229,女性,51,50代,京都府,京都市山科区,1,有,就業中
ID_6230,男性,24,20代,京都府,京都市南区,0,無,在学中
ID_6231,男性,59,50代,京都府,京都市山科区,0,無,就業中
ID_6232,女性,61,60代,京都府,京都市右京区,0,無,就業中
ID_6233,女性,50,50代,熊本県,葦北郡芦北町,2,有,離職中
ID_6234,女性,40,40代,京都府,京都市中京区,3,無,離職中
ID_6235,女性,23,20代,京都府,京都市右京区,2,有,在学中
ID_6236,女性,24,20代,京都府,京丹後市,0,無,就業中
ID_6237,男性,72,70歳以上,京都府,八幡市,2,有,離職中
ID_6238,女性,67,60代,京都府,綴喜郡宇治田原町,1,無,就業中
ID_6239,女性,61,60代,京都府,長岡京市,1,無,離職中
ID_6240,女性,51,50代,京都府,京都市西京区,1,無,就業中
ID_6241,女性,50,50代,京都府,京田辺市,1,無,就業中
ID_6242,女性,73,70歳以上,京都府,綴喜郡井手町,3,無,就業中
ID_6243,男性,43,40代,京都府,京都市北区,3,有,就業中
ID_6244,女性,50,50代,京都府,八幡市,3,無,就業中
ID_6245,女性,25,20代,京都府,京都市下京区,0,無,離職中
ID_6246,女性,28,20代,京都府,長岡京市,0,無,在学中
ID_6247,男性,41,40代,京都府,京都市西京区,0,無,就業中
ID_6248,男性,43,40代,京都府,八幡市,0,無,就業中
ID_6249,女性,54,50代,京都府,宮津市,1,無,就業中
ID_6250,女性,55,50代,京都府,城陽市,3,無,就業中
ID_6251,女性,31,30代,京都府,長岡京市,2,有,就業中
ID_6252,女性,59,50代,京都府,木津川市,2,無,就業中
ID_6253,女性,24,20代,京都府,福知山市,1,無,在学中
ID_6254,女性,61,60代,京都府,宇治市,0,無,離職中
ID_6255,男性,39,30代,京都府,八幡市,2,無,就業中
ID_6256,女性,55,50代,京都府,京都市西京区,0,無,就業中
ID_6257,女性,36,30代,京都府,京都市山科区,2,無,就業中
ID_6258,男性,35,30代,京都府,京田辺市,0,無,就業中
ID_6259,女性,35,30代,京都府,向日市,0,無,就業中
ID_6260,男性,62,60代,京都府,京都市伏見区,4,有,離職中
ID_6261,女性,40,40代,京都府,宇治市,0,無,離職中
ID_6262,女性,60,60代,京都府,長岡京市,0,無,就業中
ID_6263,女性,40,40代,京都府,城陽市,2,有,就業中
ID_6264,女性,32,30代,埼玉県,川越市,0,無,離職中
ID_6265,女性,64,60代,京都府,京都市右京区,1,無,離職中
ID_6266,男性,41,40代,京都府,亀岡市,0,無,就業中
ID_6267,女性,57,50代,京都府,長岡京市,0,無,就業中
ID_6268,女性,63,60代,京都府,京都市南区,7,有,就業中
ID_6269,女性,52,50代,京都府,木津川市,0,無,就業中
ID_6270,女性,31,30代,京都府,京都市上京区,3,有,就業中
ID_6271,男性,31,30代,京都府,綴喜郡宇治田原町,1,無,離職中
ID_6272,女性,53,50代,京都府,木津川市,0,無,就業中
ID_6273,女性,29,20代,京都府,京都市中京区,2,有,在学中
ID_6274,女性,30,30代,京都府,綾部市,1,無,就業中
ID_6275,女性,70,70歳以上,京都府,京都市右京区,0,無,就業中
ID_6276,女性,51,50代,京都府,京都市伏見区,3,無,離職中
ID_6277,女性,65,60代,京都府,京都市山科区,0,無,就業中
ID_6278,男性,54,50代,大阪府,河内長野市,1,無,離職中
ID_6279,男性,25,20代,滋賀県,大津市,1,無,離職中
ID_6280,女性,55,50代,京都府,宇治市,0,無,就業中
ID_6281,女性,50,50代,京都府,亀岡市,0,無,就業中
